ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000018;-0,27;0,08;66;0,47;Sim/A/A04;0,08;0,22;4;0,5;Sim/C/C01 Sim/C/C03 Sim/A/A07 Sim/B/B03 Sim/C/C02 Sim/B/B02 ;-0,3 (0,22 | 4 | 0,5) -0,33 (0,32 | 10 | 0,4) -0,36 (0,21 | 6 | 0,5) -0,4 (1,05 | 3 | 0) -0,46 (0,24 | 4 | 0,5) -0,55 (0,25 | 10 | 0,1) 
P000019;1,16;0,14;39;0,67;Sim/B/B03;1,4;0,24;7;0,57;Sim/B/B04 Sim/C/C02 Sim/B/B02 Sim/C/C03 ;1,16 (21,04 | 1 | 0) 1,05 (0,33 | 10 | 0,9) 0,81 (0,27 | 10 | 0,5) 0,65 (0,22 | 4 | 0,5) 
P000020;0,08;0,09;76;0,55;Sim/B/B02;0,33;0,22;5;0,6;Sim/B/B03 Sim/C/C01 Sim/B/B01 Sim/C/C03 ;0,06 (0,39 | 10 | 0,1) -0,05 (0,22 | 9 | 0,67) -0,26 (0,25 | 5 | 0,6) -0,35 (0,32 | 10 | 0,3) 
P000021;-5,43;0,77;18;0;;;;;;;
P000022;-4,52;0,17;19;0,11;Sim/A/A03;-4,34;0,24;3;0,33;Sim/B/B02 Sim/B/B01 Sim/A/A02 Sim/A/A06 Sim/A/A01 ;-4,52 (40006,97 | 1 | 0) -4,52 (213,84 | 3 | 0) -4,52 (8,34 | 4 | 0) -4,52 (11,25 | 3 | 0) -4,66 (0,25 | 5 | 0,2) 
P000023;5,75;0,8;25;1;;;;;;;
P000024;0,73;0,11;58;0,62;Sim/B/B03;1,3;0,22;5;0,6;Sim/B/B04 Sim/B/B01 Sim/B/B02 Sim/A/A04 Sim/A/A02 Sim/C/C02 ;0,73 (75,95 | 1 | 0) 0,61 (0,29 | 10 | 0,5) 0,57 (0,23 | 6 | 0,5) 0,55 (0,32 | 10 | 0,8) 0,24 (0,34 | 10 | 0,8) 0,19 (0,26 | 10 | 0,5) 
P000025;5,29;0,22;35;0,89;;;;;;Sim/C/C09 ;5,02 (0,26 | 10 | 0,7) 
P000026;-1,82;0,14;52;0,25;Sim/C/C01;-1,54;0,34;10;0,2;Sim/B/B02 Sim/C/C03 Sim/C/C02 Sim/A/A02 Sim/B/B01 Sim/A/A06 Sim/A/A04 ;-1,82 (13,24 | 1 | 0) -1,83 (1,58 | 1 | 0) -1,83 (1,68 | 1 | 0) -1,83 (0,23 | 4 | 0,5) -1,85 (0,5 | 10 | 0) -1,86 (0,56 | 9 | 0) -2,01 (0,54 | 7 | 0,14) 
P000027;1,88;0,21;34;0,74;Sim/B/B03;2,05;0,49;10;0,8;Sim/B/B04 Sim/C/C04 Sim/C/C07 Sim/B/B02 ;1,88 (2,58 | 1 | 0) 1,88 (1,65 | 1 | 0) 1,87 (1,44 | 1 | 0) 1,32 (0,43 | 10 | 0,6) 
P000028;0,82;0,1;64;0,7;Sim/B/B02;1,29;0,42;10;0,5;Sim/B/B01 Sim/C/C03 ;0,44 (0,3 | 10 | 0,5) 0,35 (0,22 | 8 | 0,5) 
P000029;2,15;0,21;36;0,58;Sim/B/B02;2,42;0,33;10;0,6;Sim/C/C07 Sim/C/C10 Sim/B/B01 Sim/B/B04 ;2,13 (1,16 | 1 | 0) 2,13 (1,02 | 3 | 0) 1,8 (0,43 | 10 | 0,9) 1,76 (0,86 | 7 | 0,14) 
P000030;-2,66;0,15;24;0,42;Sim/A/A02;-2,65;0,24;7;0,29;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A05 ;-2,66 (162,1 | 1 | 0) -2,66 (5,04 | 3 | 0) -2,67 (2,07 | 3 | 0) -2,77 (0,22 | 4 | 0,5) 
P000031;-3,33;0,22;29;0,24;Sim/A/A01;-3,01;0,36;10;0,7;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,33 (1173,21 | 1 | 0) -3,33 (19,36 | 3 | 0) -3,33 (3,78 | 3 | 0) -3,35 (0,74 | 4 | 0) -3,59 (0,57 | 8 | 0) 
P000032;-0,26;0,09;56;0,46;Sim/C/C02;0,15;0,27;10;0,5;Sim/B/B03 Sim/B/B02 Sim/C/C01 Sim/A/A07 Sim/A/A06 Sim/C/C03 ;-0,26 (0,86 | 3 | 0) -0,31 (0,25 | 3 | 0,33) -0,37 (0,22 | 4 | 0,5) -0,37 (0,23 | 4 | 0,5) -0,58 (0,22 | 4 | 0,75) -0,8 (0,39 | 10 | 0,2) 
P000033;-3,25;0,23;27;0,19;;;;;;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,25 (915,57 | 1 | 0) -3,25 (16,35 | 3 | 0) -3,25 (3,51 | 3 | 0) -3,29 (0,57 | 6 | 0) -3,59 (0,57 | 8 | 0) 
P000034;-0,44;0,08;55;0,45;Sim/A/A02;-0,08;0,3;10;0,7;Sim/B/B03 Sim/A/A06 Sim/C/C01 Sim/A/A04 Sim/C/C03 ;-0,44 (1,11 | 3 | 0) -0,49 (0,25 | 4 | 0,75) -0,58 (0,22 | 5 | 0,4) -0,78 (0,22 | 7 | 0,43) -1,08 (0,56 | 6 | 0,17) 
P000035;-5,43;0,77;18;0;;;;;;;
P000036;2,4;0,16;59;0,36;Sim/C/C07;2,66;0,31;10;0,3;Sim/C/C05 Sim/C/C04 Sim/B/B04 ;2,37 (0,54 | 9 | 0) 2,28 (0,58 | 5 | 0,2) 1,76 (0,86 | 7 | 0,14) 
P000037;-3,43;0,21;26;0,27;Sim/A/A01;-3,35;0,26;10;0,6;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,43 (1579,37 | 1 | 0) -3,43 (23,7 | 3 | 0) -3,43 (4,14 | 3 | 0) -3,44 (0,89 | 4 | 0) -3,91 (1,06 | 5 | 0,2) 
P000038;0,83;0,1;68;0,71;Sim/C/C03;1,67;0,46;10;0,9;Sim/A/A02 Sim/B/B03 Sim/C/C02 Sim/B/B01 Sim/A/A07 Sim/A/A04 ;0,83 (0,39 | 10 | 0,9) 0,82 (0,21 | 4 | 0,5) 0,69 (0,29 | 10 | 0,7) 0,44 (0,3 | 10 | 0,5) 0,24 (0,38 | 10 | 0,8) 0,08 (0,22 | 4 | 0,5) 
P000039;-2,31;0,16;17;0,29;Sim/A/A02;-1,98;0,22;6;0,5;Sim/B/B01 Sim/A/A05 ;-2,32 (1,19 | 3 | 0) -2,56 (0,2 | 5 | 0,4) 
P000040;4,55;0,12;54;0,81;Sim/C/C08;5,01;0,22;4;0,75;Sim/C/C07 Sim/C/C09 Sim/C/C10 Sim/B/B03 ;4,45 (0,36 | 10 | 0,9) 4,35 (0,22 | 4 | 0,5) 3,82 (0,22 | 5 | 0,6) 2,26 (0,85 | 6 | 0,83) 
P000041;3,11;0,1;52;0,52;Sim/C/C05;3,51;0,22;4;0,5;Sim/C/C10 Sim/B/B04 Sim/C/C04 Sim/B/B03 ;3,04 (0,22 | 4 | 0) 3 (0,22 | 4 | 0,5) 2,78 (0,35 | 10 | 0,4) 2,05 (0,49 | 10 | 0,8) 
P000042;-1,2;0,1;58;0,24;Sim/C/C03;-0,6;0,34;10;0,1;Sim/B/B02 Sim/A/A07 Sim/B/B01 Sim/A/A06 ;-1,2 (2,11 | 1 | 0) -1,67 (1 | 5 | 0,2) -1,79 (0,46 | 10 | 0,1) -1,85 (0,54 | 10 | 0,1) 
P000043;2,07;0,21;44;0,27;;;;;;Sim/B/B04 Sim/C/C05 Sim/C/C07 Sim/C/C04 Sim/B/B03 ;2,01 (0,61 | 8 | 0) 1,96 (1,51 | 3 | 0) 1,91 (1,11 | 4 | 0) 1,87 (0,94 | 4 | 0) 1,41 (0,24 | 6 | 0,5) 
P000044;2,34;0,18;45;0,47;Sim/B/B04;2,62;0,22;7;0,43;Sim/C/C10 Sim/C/C07 Sim/C/C04 Sim/B/B01 ;2,32 (0,82 | 3 | 0) 2,29 (0,57 | 6 | 0) 2,28 (0,56 | 6 | 0) 2,02 (0,55 | 7 | 0,86) 
P000045;0,62;0,1;63;0,6;Sim/B/B02;1,27;0,42;10;0,4;Sim/C/C02 Sim/B/B03 Sim/C/C03 Sim/B/B01 ;0,6 (0,29 | 10 | 0,7) 0,52 (0,23 | 6 | 0,33) 0,5 (0,18 | 7 | 0,29) 0,4 (0,3 | 10 | 0,5) 
P000046;-3,36;0,22;29;0,24;Sim/A/A01;-3,08;0,34;10;0,7;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,36 (1273,83 | 1 | 0) -3,36 (20,48 | 3 | 0) -3,36 (3,88 | 3 | 0) -3,38 (0,78 | 4 | 0) -3,59 (0,57 | 8 | 0) 
P000047;-1,06;0,09;50;0,34;Sim/C/C01;-0,74;0,22;4;0,5;Sim/B/B02 Sim/C/C03 Sim/A/A02 Sim/A/A04 Sim/C/C02 ;-1,06 (0,85 | 3 | 0) -1,08 (0,56 | 6 | 0,17) -1,39 (0,23 | 7 | 0,57) -1,44 (0,25 | 4 | 0,25) -2,72 (1,74 | 7 | 0,14) 
P000048;-2,69;0,15;26;0,31;Sim/A/A05;-2,68;0,2;4;0,5;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 ;-2,69 (175,06 | 1 | 0) -2,69 (5,31 | 3 | 0) -2,69 (2,12 | 3 | 0) -2,75 (0,25 | 10 | 0,2) 
P000049;1,96;0,21;32;0,69;;;;;;Sim/B/B04 Sim/C/C04 Sim/C/C07 Sim/B/B03 Sim/B/B02 ;1,95 (1,09 | 2 | 0) 1,95 (1,5 | 1 | 0) 1,94 (1,35 | 1 | 0) 1,89 (0,4 | 10 | 0,8) 1,83 (0,34 | 10 | 0,6) 
P000050;1,51;0,17;35;0,6;Sim/C/C03;1,57;0,44;6;1;Sim/C/C07 Sim/C/C04 Sim/B/B04 Sim/B/B01 Sim/B/B03 ;1,5 (2,06 | 1 | 0) 1,5 (1,93 | 2 | 0) 1,44 (9,41 | 1 | 0) 1,43 (0,31 | 10 | 0,7) 1,41 (0,25 | 5 | 0,6) 
P000051;4,75;0,15;38;0,89;Sim/C/C04;5,07;0,46;10;0,9;Sim/C/C09 Sim/C/C08 ;4,71 (0,25 | 3 | 0,67) 4,53 (0,23 | 4 | 0,5) 
P000052;3,67;0,09;52;0,48;Sim/C/C09;4,11;0,24;6;0,33;Sim/C/C06 Sim/C/C10 Sim/B/B04 Sim/C/C08 ;3,65 (0,23 | 3 | 0) 3,44 (0,2 | 4 | 0,5) 3,39 (0,25 | 4 | 0,5) 3,22 (0,64 | 10 | 0) 
P000053;0,12;0,09;73;0,53;Sim/C/C02;0,47;0,3;10;0,6;Sim/B/B02 Sim/B/B03 Sim/A/A02 Sim/C/C03 ;0,12 (0,25 | 4 | 0,5) 0,09 (0,37 | 10 | 0) -0,07 (0,31 | 10 | 0,7) -1,06 (0,57 | 7 | 0,14) 
P000054;3,64;0,09;67;0,42;Sim/C/C06;4,1;0,17;5;0,6;Sim/C/C08 Sim/B/B04 Sim/C/C07 ;3,22 (0,64 | 10 | 0) 3,2 (0,25 | 4 | 0,5) 2,91 (0,24 | 10 | 0,2) 
P000055;2,05;0,22;28;0,54;;;;;;Sim/C/C10 Sim/C/C07 Sim/B/B02 Sim/B/B04 ;2,05 (7,64 | 1 | 0) 2,03 (1,26 | 1 | 0) 2,02 (0,3 | 10 | 0,5) 2 (0,67 | 5 | 0) 
P000056;0,96;0,11;56;0,68;Sim/C/C02;1,4;0,46;10;1;Sim/B/B04 Sim/A/A02 Sim/B/B01 Sim/C/C03 ;0,96 (38,76 | 1 | 0) 0,83 (0,39 | 10 | 0,9) 0,62 (0,3 | 10 | 0,5) 0,35 (0,24 | 6 | 0,33) 
P000057;0,83;0,1;60;0,65;Sim/B/B02;1,32;0,43;10;0,5;Sim/A/A02 Sim/B/B01 Sim/B/B03 ;0,83 (0,39 | 10 | 0,9) 0,7 (0,28 | 10 | 0,5) 0,56 (0,22 | 6 | 0,33) 
P000058;1,67;0,18;44;0,73;Sim/B/B03;1,77;0,34;10;1;Sim/C/C07 Sim/C/C04 Sim/B/B04 Sim/B/B01 Sim/B/B02 ;1,67 (1,75 | 1 | 0) 1,67 (1,59 | 2 | 0) 1,62 (5,52 | 1 | 0) 1,26 (0,26 | 10 | 0,7) 1,24 (0,41 | 10 | 0,5) 
P000059;0,88;0,11;57;0,75;Sim/B/B01;1,8;0,43;10;0,9;Sim/C/C03 Sim/A/A02 Sim/B/B02 ;0,87 (0,23 | 6 | 0,5) 0,83 (0,39 | 10 | 0,9) 0,07 (0,21 | 8 | 0,38) 
P000060;-1,71;0,13;61;0,23;Sim/C/C01;-1,15;0,23;7;0,43;Sim/B/B02 Sim/C/C03 Sim/C/C02 Sim/B/B01 Sim/A/A07 Sim/A/A05 Sim/A/A04 Sim/A/A06 ;-1,71 (9,62 | 1 | 0) -1,72 (1,23 | 3 | 0) -1,72 (1,06 | 4 | 0) -1,75 (0,44 | 10 | 0) -1,78 (1,15 | 3 | 0) -1,8 (0,28 | 10 | 0,7) -1,82 (0,35 | 10 | 0) -1,93 (0,64 | 7 | 0,14) 
P000061;0,45;0,1;54;0,56;Sim/A/A02;0,83;0,39;10;0,9;Sim/C/C02 Sim/B/B02 Sim/A/A04 Sim/B/B01 ;0,39 (0,29 | 10 | 0,6) 0,29 (0,22 | 5 | 0,4) 0,26 (0,23 | 8 | 0,5) 0,09 (0,24 | 10 | 0,4) 
P000062;-1,19;0,1;51;0,25;Sim/A/A02;-0,69;0,25;8;0,5;Sim/B/B02 Sim/A/A06 Sim/A/A07 Sim/C/C01 Sim/C/C02 ;-1,19 (1,13 | 3 | 0) -1,26 (0,25 | 7 | 0,29) -1,67 (1 | 5 | 0,2) -2,14 (0,72 | 7 | 0,14) -3,02 (1,97 | 7 | 0) 
P000063;2,59;0,14;54;0,33;Sim/C/C10;3,07;0,19;6;0,33;Sim/C/C07 Sim/B/B02 Sim/C/C04 ;2,54 (0,36 | 10 | 0) 1,96 (0,31 | 10 | 0,5) 1,53 (1,04 | 7 | 0,14) 
P000064;-2,28;0,18;24;0,25;Sim/A/A05;-2,12;0,24;5;0,6;Sim/B/B02 Sim/B/B01 Sim/A/A02 ;-2,28 (51,66 | 1 | 0) -2,28 (2,34 | 3 | 0) -2,51 (0,25 | 6 | 0,33) 
P000065;3,74;0,09;65;0,52;Sim/C/C04;4,33;0,25;10;0,7;Sim/C/C09 Sim/C/C07 Sim/C/C06 Sim/C/C10 Sim/C/C08 Sim/B/B02 Sim/B/B03 ;3,71 (0,35 | 10 | 0,2) 3,67 (0,23 | 4 | 0,5) 3,6 (0,24 | 3 | 0,33) 3,44 (0,2 | 4 | 0,5) 3,22 (0,64 | 10 | 0) 3,06 (0,65 | 3 | 0,67) 2,13 (0,64 | 7 | 0,86) 
P000066;1,74;0,21;28;0,57;Sim/B/B02;1,96;0,3;10;0,6;Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B03 ;1,73 (2,01 | 1 | 0) 1,73 (1,65 | 1 | 0) 1,71 (1,68 | 2 | 0) 1,41 (0,24 | 6 | 0,5) 
P000067;5,75;0,8;25;1;;;;;;;
P000068;0,06;0,09;74;0,47;Sim/B/B03;0,6;0,24;5;0,2;Sim/C/C02 Sim/A/A07 Sim/C/C03 Sim/A/A02 ;-0,01 (0,23 | 10 | 0,4) -0,08 (0,24 | 10 | 0,6) -0,41 (0,33 | 10 | 0,2) -0,73 (0,25 | 9 | 0,44) 
P000069;-1,28;0,1;48;0,29;Sim/B/B01;-1,07;0,29;10;0,4;Sim/B/B02 Sim/C/C03 Sim/A/A07 Sim/C/C02 Sim/A/A04 ;-1,28 (2,67 | 1 | 0) -1,29 (0,81 | 3 | 0) -1,67 (1 | 5 | 0,2) -1,68 (0,94 | 5 | 0,2) -2,01 (0,54 | 7 | 0) 
P000070;-2,5;0,15;18;0,28;Sim/A/A02;-2,47;0,24;6;0,33;Sim/A/A05 Sim/B/B01 ;-2,5 (0,19 | 6 | 0,5) -2,5 (1,49 | 3 | 0) 
P000071;2,94;0,11;42;0,45;Sim/C/C05;3,26;0,25;3;0,33;Sim/C/C06 Sim/C/C10 Sim/C/C04 ;2,89 (0,92 | 3 | 0) 2,6 (0,41 | 10 | 0,2) 2,05 (0,73 | 5 | 0,2) 
P000072;-3,05;0,17;33;0,27;Sim/A/A02;-2,51;0,25;6;0,33;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A01 Sim/A/A05 ;-3,05 (506,36 | 1 | 0) -3,05 (10,93 | 3 | 0) -3,05 (2,93 | 3 | 0) -3,31 (0,27 | 10 | 0,5) -3,4 (0,41 | 10 | 0,2) 
P000073;-1,09;0,09;52;0,31;Sim/A/A02;-0,7;0,25;10;0,5;Sim/A/A06 Sim/B/B01 Sim/B/B02 Sim/C/C02 Sim/C/C01 ;-1,14 (0,23 | 4 | 0,25) -1,43 (0,33 | 10 | 0,2) -1,43 (4,2 | 1 | 0) -1,44 (0,6 | 6 | 0,17) -1,48 (0,32 | 10 | 0,2) 
P000074;-2,25;0,15;33;0,18;Sim/B/B01;-1,59;0,37;10;0,1;Sim/C/C02 Sim/A/A06 Sim/C/C01 Sim/A/A04 Sim/A/A05 ;-2,26 (2,02 | 1 | 0) -2,26 (1,41 | 3 | 0) -2,26 (1,13 | 2 | 0) -2,27 (0,98 | 3 | 0) -2,37 (0,23 | 4 | 0,5) 
P000075;-3,02;0,18;33;0,3;Sim/A/A01;-2,79;0,43;10;0,7;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 ;-3,02 (471,79 | 1 | 0) -3,02 (10,42 | 3 | 0) -3,02 (2,87 | 3 | 0) -3,1 (0,39 | 10 | 0) 
P000076;-0,96;0,09;56;0,38;Sim/B/B01;-0,45;0,25;8;0,5;Sim/B/B02 Sim/C/C03 Sim/A/A04 Sim/A/A06 Sim/C/C02 Sim/A/A07 ;-0,96 (0,69 | 3 | 0) -1,08 (0,56 | 6 | 0,17) -1,15 (0,2 | 4 | 0,5) -1,17 (0,24 | 4 | 0,25) -1,27 (0,42 | 10 | 0,3) -1,6 (0,98 | 4 | 0,25) 
P000077;2,84;0,15;22;0,55;Sim/B/B04;3,11;0,24;3;0,67;Sim/C/C07 Sim/C/C10 ;2,1 (0,83 | 5 | 0,2) 2,03 (1,38 | 4 | 0) 
P000078;-5,43;0,77;18;0;;;;;;;
P000079;2,7;0,13;54;0,39;Sim/C/C05;3,1;0,21;5;0,4;Sim/C/C07 Sim/B/B02 Sim/C/C04 ;2,47 (0,39 | 10 | 0,1) 2,47 (0,33 | 10 | 0,7) 0,52 (1,98 | 8 | 0,13) 
P000080;0,55;0,1;63;0,67;Sim/C/C02;1,34;0,43;10;0,9;Sim/B/B02 Sim/C/C03 Sim/C/C01 Sim/B/B01 ;0,49 (0,23 | 6 | 0,5) 0,33 (0,21 | 8 | 0,5) 0,32 (0,32 | 10 | 0,8) 0,31 (0,28 | 10 | 0,5) 
P000081;0,63;0,1;65;0,63;Sim/B/B02;1,18;0,39;10;0,5;Sim/C/C02 Sim/C/C03 Sim/A/A02 ;0,63 (0,29 | 10 | 0,7) 0,26 (0,22 | 8 | 0,5) -0,1 (0,3 | 10 | 0,7) 
P000082;3,36;0,1;57;0,42;Sim/C/C07;4,05;0,24;6;0,83;Sim/C/C09 Sim/C/C04 Sim/B/B02 Sim/C/C10 Sim/B/B04 ;3,33 (0,69 | 6 | 0,17) 3,15 (0,28 | 10 | 0,4) 3,06 (0,65 | 3 | 0,67) 2,99 (0,24 | 4 | 0,25) 2,85 (0,21 | 5 | 0,4) 
P000083;-1,48;0,13;53;0,21;Sim/A/A02;-1,02;0,24;6;0,5;Sim/B/B02 Sim/C/C01 Sim/A/A06 Sim/A/A07 Sim/A/A04 ;-1,48 (4,81 | 1 | 0) -1,76 (0,45 | 10 | 0,1) -1,91 (0,66 | 7 | 0,14) -1,92 (1,28 | 6 | 0,17) -2,01 (0,54 | 7 | 0,14) 
P000084;-3,01;0,17;37;0,3;Sim/A/A02;-2,87;0,28;10;0,1;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A05 ;-3,01 (456,86 | 1 | 0) -3,01 (10,19 | 3 | 0) -3,01 (2,84 | 3 | 0) -3,12 (0,27 | 10 | 0,2) 
P000085;-2,51;0,15;18;0,28;Sim/A/A02;-2,47;0,24;6;0,33;Sim/B/B01 Sim/A/A05 ;-2,52 (1,52 | 3 | 0) -2,53 (0,19 | 6 | 0,5) 
P000086;0,84;0,09;64;0,59;Sim/C/C02;1,4;0,46;10;1;Sim/B/B02 Sim/B/B01 Sim/B/B03 ;0,82 (0,27 | 10 | 0,5) 0,79 (0,26 | 10 | 0,5) 0,19 (0,32 | 10 | 0,1) 
P000087;-0,56;0,08;67;0,48;Sim/A/A06;-0,21;0,33;10;0,8;Sim/C/C02 Sim/B/B01 Sim/A/A04 Sim/A/A02 Sim/C/C03 ;-0,63 (0,22 | 5 | 0,4) -0,66 (0,26 | 10 | 0,5) -0,7 (0,25 | 6 | 0,5) -1,02 (0,23 | 8 | 0,5) -1,08 (0,56 | 6 | 0,17) 
P000088;5,75;0,8;25;1;;;;;;;
P000089;-0,96;0,09;56;0,32;Sim/C/C02;-0,27;0,23;5;0,4;Sim/B/B02 Sim/A/A07 Sim/A/A02 Sim/A/A04 ;-0,96 (0,69 | 3 | 0) -1,22 (0,42 | 6 | 0) -1,25 (0,24 | 5 | 0,4) -1,49 (0,24 | 7 | 0,14) 
