ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000009;-1,69;0,2;9;0,44;Sim/A/A02;-2,03;0,27;3;0,33;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,03 (0,27 | 3 | 0,33) -1,69 (3,26 | 1 | 0) -1,72 (0,74 | 2 | 0) 
P000010;-4,17;0,22;12;0,25;Sim/A/A01;-4,03;0,39;3;0,67;Sim/A/A02 Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,17 (170,55 | 2 | 0) -4,25 (0,28 | 2 | 0,5) -4,17 (4,34 | 3 | 0) -4,17 (3187,02 | 1 | 0) -4,17 (47464,07 | 1 | 0) 
P000011;-4,32;0,18;13;0,23;Sim/A/A01;-4,03;0,39;3;0,67
P000011;-4,32;0,18;13;0,23;Sim/A/A03;-4,48;0,26;3;0,33;Sim/A/A02 Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,32 (261,78 | 2 | 0) -4,48 (0,26 | 3 | 0,33) -4,32 (6,1 | 3 | 0) -4,32 (4789,76 | 1 | 0) -4,32 (73401,31 | 1 | 0) 
P000012;-4,97;0,25;52;0,17;Sim/A/A01;-4,99;0,35;18;0,17
P000012;-4,97;0,25;52;0,17;Sim/A/A03;-5,07;0,43;19;0,16;Sim/A/A01 Sim/A/A02 Sim/A/A03 Sim/A/A06 Sim/B/B01 ;-4,99 (0,35 | 18 | 0,17) -4,97 (5,48 | 3 | 0) -5,07 (0,43 | 19 | 0,16) -4,97 (29302,88 | 1 | 0) -4,97 (509888,61 | 1 | 0) 
P000013;-7,19;1,18;250;0,01;;;;;;Sim/A/A01 Sim/A/A02 Sim/A/A04 Sim/A/A05 Sim/A/A06 Sim/A/A07 Sim/B/B01 Sim/B/B02 Sim/B/B04 Sim/C/C01 Sim/C/C02 Sim/C/C03 Sim/C/C04 Sim/C/C05 Sim/C/C06 Sim/C/C07 Sim/C/C08 Sim/C/C09 Sim/C/C10 ;-7,79 (2,85 | 20 | 0) -7,4 (26,11 | 15 | 0) -7,4 (26,64 | 12 | 0) -7,68 (3,8 | 20 | 0) -7,48 (7,11 | 15 | 0) -7,54 (5,77 | 14 | 0) -7,23 (9,83 | 15 | 0) -7,23 (11,34 | 8 | 0) -7,2 (15,32 | 10 | 0) -7,23 (8,86 | 13 | 0) -7,27 (6,62 | 16 | 0) -7,25 (8,53 | 13 | 0) -7,21 (16 | 11 | 0) -7,21 (14,67 | 7 | 0) -7,19 (50,73 | 4 | 0) -7,21 (18,75 | 9 | 0) -7,19 (487,35 | 5 | 0) -7,19 (58,88 | 3 | 0) -7,21 (15,08 | 9 | 0) 
P000014;-4,05;0,18;13;0,23;Sim/A/A01;-4,22;0,3;3;0,33
P000014;-4,05;0,18;13;0,23;Sim/A/A03;-3,94;0,24;3;0,67;Sim/A/A01 Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,22 (0,3 | 3 | 0,33) -4,05 (119,62 | 2 | 0) -4,05 (3,27 | 3 | 0) -4,05 (2274,77 | 1 | 0) -4,05 (33085,99 | 1 | 0) 
P000015;-1,08;0,17;9;0,56;Sim/A/A04;-0,97;0,25;3;1;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-1,54 (0,32 | 2 | 0,5) -1,13 (0,36 | 2 | 0) -1,08 (4,89 | 1 | 0) 
P000016;-4,21;0,23;11;0,18;;;;;;Sim/A/A01 Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,4 (0,33 | 2 | 0) -4,21 (193,34 | 2 | 0) -4,21 (4,79 | 3 | 0) -4,21 (3590,77 | 1 | 0) -4,21 (53926,35 | 1 | 0) 
P000017;-3,75;0,24;11;0,27;;;;;;Sim/A/A02 Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,75 (49,91 | 2 | 0) -4,1 (0,26 | 2 | 0,5) -3,75 (1,64 | 3 | 0) -3,75 (991,01 | 1 | 0) -3,75 (13597,98 | 1 | 0) 
P000018;-0,46;0,18;5;0,4;;;;;;Sim/B/B01 Sim/B/B02 Sim/C/C01 ;-0,47 (0,83 | 1 | 0) -0,52 (0,38 | 1 | 0) -0,5 (0,42 | 1 | 0) 
P000019;1,51;0,23;9;0,56;Sim/B/B03;1,36;0,27;3;0,67;Sim/B/B02 Sim/B/B03 Sim/B/B04 ;1,47 (0,66 | 2 | 0) 1,36 (0,27 | 3 | 0,67) 1,51 (7,52 | 1 | 0) 
P000020;0,3;0,21;6;0,83;;;;;;Sim/B/B01 ;-0,06 (0,36 | 1 | 0) 
P000021;-4,67;0,17;29;0,14;Sim/A/A01;-4,83;0,29;9;0
P000021;-4,67;0,17;29;0,14;Sim/A/A03;-4,43;0,18;13;0,31;Sim/A/A01 Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,83 (0,29 | 9 | 0) -4,67 (736,16 | 2 | 0) -4,67 (13,88 | 3 | 0) -4,67 (12804,25 | 1 | 0) -4,67 (210231,77 | 1 | 0) 
P000022;-4,52;0,18;14;0,14;Sim/A/A01;-4,64;0,25;4;0,25
P000022;-4,52;0,18;14;0,14;Sim/A/A03;-4,39;0,24;3;0,33;Sim/A/A01 Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,64 (0,25 | 4 | 0,25) -4,52 (476,01 | 2 | 0) -4,52 (9,82 | 3 | 0) -4,52 (8457,86 | 1 | 0) -4,52 (134887,65 | 1 | 0) 
P000023;4,95;0,16;19;0,84;Sim/C/C08;4,86;0,17;7;0,57
P000023;4,95;0,16;19;0,84;Sim/C/C09;5,02;0,39;4;1;Sim/C/C08 ;4,86 (0,17 | 7 | 0,57) 
P000024;1,1;0,17;10;0,4;Sim/B/B03;1,4;0,25;4;0,75;Sim/A/A02 Sim/B/B01 ;1,04 (0,43 | 1 | 0) 0,51 (0,52 | 3 | 0,33) 
P000025;5,32;0,25;22;0,91;Sim/C/C08;5,43;0,37;8;1
P000025;5,32;0,25;22;0,91;Sim/C/C09;4,84;0,31;5;0,6;Sim/C/C09 ;4,84 (0,31 | 5 | 0,6) 
P000026;-1,85;0,19;8;0,38;Sim/A/A02;-1,9;0,25;3;0,33;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,9 (0,25 | 3 | 0,33) -1,88 (0,5 | 1 | 0) -1,85 (5,02 | 1 | 0) -1,85 (47,45 | 1 | 0) 
P000027;1,9;0,25;13;0,69;Sim/B/B02;1,76;0,41;3;0;Sim/B/B02 Sim/B/B04 ;1,76 (0,41 | 3 | 0) 1,88 (2,56 | 1 | 0) 
P000028;0,92;0,19;7;0,43;Sim/B/B03;1,01;0,22;4;0,5;Sim/B/B01 Sim/B/B02 ;0,53 (0,54 | 2 | 0,5) 0,92 (3,76 | 1 | 0) 
P000029;2,09;0,25;14;0,43;Sim/B/B02;2,42;0,34;3;0,67;Sim/B/B01 Sim/B/B04 Sim/C/C07 Sim/C/C10 ;0,7 (0,97 | 2 | 0,5) 2,06 (0,62 | 4 | 0) 2,07 (1,22 | 1 | 0) 2,09 (6,77 | 1 | 0) 
P000030;-2,87;0,25;9;0,22;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-2,87 (3,81 | 2 | 0) -2,88 (0,25 | 4 | 0,25) -2,87 (85,76 | 1 | 0) -2,87 (991,06 | 1 | 0) 
P000031;-3,26;0,24;15;0,33;Sim/A/A01;-3,1;0,4;4;0,75;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,29 (0,76 | 3 | 0) -3,32 (0,5 | 4 | 0) -3,26 (255,07 | 1 | 0) -3,26 (3182,03 | 1 | 0) 
P000032;-0,42;0,19;8;0,75;Sim/A/A06;-0,65;0,22;3;0,67;Sim/A/A06 Sim/B/B01 ;-0,65 (0,22 | 3 | 0,67) -0,43 (0,75 | 1 | 0) 
P000033;-3,16;0,24;14;0,29;Sim/A/A01;-3,03;0,47;3;1
P000033;-3,16;0,24;14;0,29;Sim/A/A05;-3,26;0,41;5;0;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,2 (0,67 | 3 | 0) -3,26 (0,41 | 5 | 0) -3,16 (194,44 | 1 | 0) -3,16 (2379,96 | 1 | 0) 
P000034;-0,18;0,17;6;0,67;;;;;;Sim/B/B01 Sim/C/C01 ;-0,21 (0,44 | 1 | 0) -0,38 (0,36 | 1 | 0) 
P000035;-5,89;0,65;250;0,02;;;;;;Sim/A/A01 Sim/A/A02 Sim/A/A04 Sim/A/A05 Sim/A/A06 Sim/C/C01 Sim/C/C02 Sim/C/C03 Sim/C/C04 Sim/C/C05 Sim/C/C06 Sim/C/C07 Sim/C/C08 Sim/C/C09 Sim/C/C10 ;-6,16 (1,37 | 20 | 0) -5,9 (9,47 | 16 | 0) -5,9 (11,19 | 13 | 0) -6,03 (2,47 | 20 | 0) -5,93 (4,66 | 16 | 0) -5,92 (6,17 | 13 | 0) -5,94 (4,8 | 16 | 0) -5,92 (6,42 | 13 | 0) -5,9 (12,88 | 11 | 0) -5,9 (11,09 | 7 | 0) -5,89 (33,55 | 4 | 0) -5,9 (15,07 | 8 | 0) -5,89 (230,12 | 4 | 0) -5,89 (39,51 | 2 | 0) -5,9 (11,27 | 8 | 0) 
P000036;2,3;0,25;12;0,5;Sim/B/B02;2,42;0,34;3;0,67
P000036;2,3;0,25;12;0,5;Sim/B/B04;2,23;0,47;4;0;Sim/B/B04 Sim/C/C10 ;2,23 (0,47 | 4 | 0) 2,3 (3,59 | 1 | 0) 
P000037;-3,26;0,24;15;0,33;Sim/A/A01;-3,1;0,4;4;0,75;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,29 (0,76 | 3 | 0) -3,32 (0,5 | 4 | 0) -3,26 (255,07 | 1 | 0) -3,26 (3182,03 | 1 | 0) 
P000038;0,86;0,19;6;0,67;;;;;;Sim/B/B01 Sim/B/B03 ;0,53 (0,54 | 2 | 0,5) 0,81 (0,27 | 2 | 0,5) 
P000039;-2,27;0,24;8;0,38;Sim/A/A02;-2,16;0,4;3;0,33
P000039;-2,27;0,24;8;0,38;Sim/A/A05;-2,33;0,3;3;0,67;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-2,33 (0,3 | 3 | 0,67) -2,27 (16,35 | 1 | 0) -2,27 (168,14 | 1 | 0) 
P000040;4,25;0,22;11;0,73;;;;;;Sim/C/C08 Sim/C/C09 ;4,24 (1,63 | 1 | 0) 4,17 (0,37 | 2 | 0) 
P000041;2,85;0,22;9;0,56;;;;;;Sim/C/C07 Sim/C/C10 ;2,85 (2,3 | 1 | 0) 2,81 (0,45 | 2 | 0) 
P000042;-1,15;0,16;8;0,38;;;;;;Sim/A/A06 Sim/B/B01 Sim/C/C01 ;-1,18 (0,4 | 2 | 0) -1,15 (5,98 | 1 | 0) -1,18 (0,44 | 1 | 0) 
P000043;2,59;0,25;8;0,63;;;;;;Sim/B/B04 Sim/C/C10 ;2,49 (0,37 | 2 | 0) 2,59 (1,55 | 1 | 0) 
P000044;2,47;0,23;11;0,55;Sim/B/B02;2,42;0,34;3;0,67
P000044;2,47;0,23;11;0,55;Sim/B/B04;2,51;0,29;4;0,25;Sim/B/B02 Sim/C/C10 ;2,42 (0,34 | 3 | 0,67) 2,47 (2,18 | 1 | 0) 
P000045;0,7;0,19;5;0,6;;;;;;Sim/B/B03 ;0,27 (0,55 | 2 | 0) 
P000046;-3,26;0,24;15;0,33;Sim/A/A01;-3,1;0,4;4;0,75;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,29 (0,76 | 3 | 0) -3,32 (0,5 | 4 | 0) -3,26 (255,07 | 1 | 0) -3,26 (3182,03 | 1 | 0) 
P000047;-1,43;0,21;7;0,43;;;;;;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-1,54 (0,32 | 2 | 0,5) -1,43 (1,6 | 1 | 0) -1,43 (13,63 | 1 | 0) 
P000048;-2,69;0,2;10;0,3;Sim/A/A02;-2,74;0,45;3;0
P000048;-2,69;0,2;10;0,3;Sim/A/A05;-2,61;0,22;4;0,5;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,74 (0,45 | 3 | 0) -2,69 (52,05 | 1 | 0) -2,69 (580,85 | 1 | 0) 
P000049;1,9;0,25;13;0,62;Sim/B/B02;1,87;0,35;3;0,33
P000049;1,9;0,25;13;0,62;Sim/B/B03;1,72;0,36;5;0,8;Sim/B/B02 Sim/B/B03 Sim/B/B04 ;1,87 (0,35 | 3 | 0,33) 1,72 (0,36 | 5 | 0,8) 1,89 (1,22 | 2 | 0) 
P000050;1,38;0,22;8;0,5;Sim/B/B03;1,49;0,3;3;0,67;Sim/B/B01 Sim/B/B02 Sim/B/B04 ;0,7 (0,97 | 2 | 0,5) 1,37 (1,18 | 1 | 0) 1,38 (11,11 | 1 | 0) 
P000051;4,88;0,18;13;0,85;Sim/C/C08;4,85;0,19;4;0,5;Sim/C/C08 ;4,85 (0,19 | 4 | 0,5) 
P000052;3,59;0,19;10;0,7;;;;;;Sim/C/C06 Sim/C/C07 ;3,52 (0,37 | 2 | 0) 3,54 (0,45 | 1 | 0) 
P000053;0,33;0,23;4;0,5;;;;;;Sim/B/B03 Sim/C/C03 ;0,3 (0,58 | 1 | 0) 0,27 (0,45 | 1 | 0) 
P000054;3,22;0,17;10;0,7;;;;;;Sim/C/C07 ;3,14 (0,34 | 2 | 0) 
P000055;2,1;0,25;13;0,38;Sim/B/B02;2,13;0,31;3;0,33;Sim/B/B04 Sim/C/C07 Sim/C/C10 ;2,05 (0,64 | 4 | 0) 2,07 (1,22 | 1 | 0) 2,1 (6,62 | 1 | 0) 
P000056;1,1;0,17;10;0,4;Sim/B/B03;1,4;0,25;4;0,75;Sim/A/A02 Sim/B/B01 ;1,04 (0,43 | 1 | 0) 0,51 (0,52 | 3 | 0,33) 
P000057;0,7;0,19;5;0,6;;;;;;Sim/B/B03 ;0,27 (0,55 | 2 | 0) 
P000058;1,9;0,25;13;0,69;Sim/B/B02;1,76;0,41;3;0;Sim/B/B02 Sim/B/B04 ;1,76 (0,41 | 3 | 0) 1,88 (2,56 | 1 | 0) 
P000059;0,88;0,22;6;0,5;Sim/B/B03;0,81;0,26;3;0,33;Sim/B/B02 Sim/B/B03 ;0,88 (4,17 | 1 | 0) 0,81 (0,26 | 3 | 0,33) 
P000060;-1,65;0,21;7;0,43;Sim/A/A02;-1,51;0,29;3;0,67;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,72 (0,39 | 1 | 0) -1,65 (2,93 | 1 | 0) -1,65 (26,51 | 1 | 0) 
P000061;0,58;0,18;5;0,6;;;;;;Sim/B/B03 ;0,47 (0,41 | 1 | 0) 
P000062;-1,15;0,16;8;0,38;;;;;;Sim/A/A06 Sim/B/B01 Sim/C/C01 ;-1,18 (0,4 | 2 | 0) -1,15 (5,98 | 1 | 0) -1,18 (0,44 | 1 | 0) 
P000063;2,82;0,17;14;0,64;Sim/B/B02;2,13;0,31;3;0,33
P000063;2,82;0,17;14;0,64;Sim/B/B04;3,01;0,18;6;0,67;Sim/B/B02 Sim/C/C10 ;2,13 (0,31 | 3 | 0,33) 2,82 (0,81 | 1 | 0) 
P000064;-2,16;0,19;9;0,33;Sim/A/A02;-2,32;0,31;4;0,25
P000064;-2,16;0,19;9;0,33;Sim/A/A05;-2,03;0,27;3;0,67;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,32 (0,31 | 4 | 0,25) -2,16 (12,04 | 1 | 0) -2,16 (121,24 | 1 | 0) 
P000065;3,59;0,19;10;0,7;;;;;;Sim/C/C06 Sim/C/C07 ;3,52 (0,37 | 2 | 0) 3,54 (0,45 | 1 | 0) 
P000066;1,72;0,24;13;0,62;Sim/B/B02;1,87;0,35;3;0,33
P000066;1,72;0,24;13;0,62;Sim/B/B03;1,44;0,25;5;0,6;Sim/B/B03 Sim/B/B04 ;1,44 (0,25 | 5 | 0,6) 1,72 (4,09 | 1 | 0) 
P000067;6,39;0,54;250;0,97;;;;;;Sim/B/B02 Sim/C/C05 Sim/C/C07 Sim/C/C10 ;3,38 (0,86 | 9 | 0,78) 5,41 (1,07 | 19 | 0,89) 5,34 (0,94 | 19 | 0,95) 6,24 (1,92 | 19 | 0,95) 
P000068;0,56;0,17;8;0,38;Sim/B/B03;0,81;0,26;3;0,33;Sim/C/C03 ;0,45 (0,27 | 2 | 0) 
P000069;-1,3;0,2;7;0,29;;;;;;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,38 (0,33 | 2 | 0) -1,32 (0,57 | 2 | 0) -1,3 (9,38 | 1 | 0) 
P000070;-2,27;0,24;8;0,38;Sim/A/A02;-2,16;0,4;3;0,33
P000070;-2,27;0,24;8;0,38;Sim/A/A05;-2,33;0,3;3;0,67;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-2,33 (0,3 | 3 | 0,67) -2,27 (16,35 | 1 | 0) -2,27 (168,14 | 1 | 0) 
P000071;2,94;0,18;10;0,7;Sim/B/B04;2,99;0,24;3;0,67;Sim/C/C10 ;2,89 (0,37 | 2 | 0) 
P000072;-2,97;0,23;12;0,33;Sim/A/A05;-3,08;0,34;4;0;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,08 (0,34 | 4 | 0) -2,97 (112,48 | 1 | 0) -2,97 (1324,92 | 1 | 0) 
P000073;-0,92;0,18;7;0,57;;;;;;Sim/A/A06 Sim/B/B01 ;-1,01 (0,3 | 2 | 0) -0,92 (3,02 | 1 | 0) 
P000074;-2,27;0,24;8;0,38;Sim/A/A02;-2,16;0,4;3;0,33
P000074;-2,27;0,24;8;0,38;Sim/A/A05;-2,33;0,3;3;0,67;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-2,33 (0,3 | 3 | 0,67) -2,27 (16,35 | 1 | 0) -2,27 (168,14 | 1 | 0) 
P000075;-2,98;0,21;14;0,36;Sim/A/A05;-3,05;0,29;5;0,2;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,03 (0,54 | 3 | 0) -3,05 (0,29 | 5 | 0,2) -2,98 (118,34 | 1 | 0) -2,98 (1398,87 | 1 | 0) 
P000076;-1,15;0,16;8;0,38;;;;;;Sim/A/A06 Sim/B/B01 Sim/C/C01 ;-1,18 (0,4 | 2 | 0) -1,15 (5,98 | 1 | 0) -1,18 (0,44 | 1 | 0) 
P000077;3,02;0,18;10;0,6;;;;;;Sim/C/C07 Sim/C/C10 ;2,98 (0,41 | 2 | 0) 2,96 (0,33 | 2 | 0) 
P000078;-6,13;0,75;250;0,02;;;;;;Sim/A/A01 Sim/A/A02 Sim/A/A03 Sim/A/A04 Sim/A/A06 Sim/B/B02 Sim/B/B03 Sim/B/B04 Sim/C/C01 Sim/C/C02 Sim/C/C03 Sim/C/C04 Sim/C/C05 Sim/C/C06 Sim/C/C07 Sim/C/C08 Sim/C/C09 Sim/C/C10 ;-6,99 (2,1 | 20 | 0,05) -6,13 (11,14 | 16 | 0) -6,51 (1,38 | 20 | 0) -6,13 (12,86 | 12 | 0) -6,17 (5,02 | 16 | 0) -6,15 (9,19 | 8 | 0) -6,14 (9,6 | 11 | 0) -6,14 (11,47 | 9 | 0) -6,15 (6,62 | 13 | 0) -6,18 (5,11 | 16 | 0) -6,16 (6,78 | 13 | 0) -6,14 (13,41 | 11 | 0) -6,14 (11,68 | 7 | 0) -6,13 (36,18 | 4 | 0) -6,14 (15,69 | 8 | 0) -6,13 (263,73 | 5 | 0) -6,13 (42,49 | 3 | 0) -6,14 (11,88 | 9 | 0) 
P000079;2,63;0,2;12;0,58;Sim/B/B02;2,42;0,34;3;0,67
P000079;2,63;0,2;12;0,58;Sim/B/B04;2,71;0,21;5;0,4;Sim/B/B02 Sim/C/C10 ;2,42 (0,34 | 3 | 0,67) 2,63 (1,38 | 1 | 0) 
P000080;0,4;0,19;8;0,25;Sim/B/B03;0,81;0,26;3;0,33;Sim/C/C03 ;0,32 (0,32 | 2 | 0) 
P000081;0,33;0,23;4;0,5;;;;;;Sim/B/B03 Sim/C/C03 ;0,3 (0,58 | 1 | 0) 0,27 (0,45 | 1 | 0) 
P000082;3,35;0,17;10;0,7;;;;;;Sim/C/C05 Sim/C/C10 ;3,31 (0,44 | 1 | 0) 3,23 (0,26 | 2 | 0) 
P000083;-1,3;0,2;7;0,29;;;;;;Sim/A/A04 Sim/A/A06 Sim/B/B01 ;-1,38 (0,33 | 2 | 0) -1,32 (0,57 | 2 | 0) -1,3 (9,38 | 1 | 0) 
P000084;-2,87;0,25;9;0,22;Sim/A/A05;-2,88;0,25;4;0,25;Sim/A/A02 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-2,87 (3,81 | 2 | 0) -2,88 (0,25 | 4 | 0,25) -2,87 (85,76 | 1 | 0) -2,87 (991,06 | 1 | 0) 
P000085;-2,42;0,19;11;0,45;Sim/A/A02;-2,16;0,4;3;0,33
P000085;-2,42;0,19;11;0,45;Sim/A/A05;-2,49;0,2;5;0,6;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-2,49 (0,2 | 5 | 0,6) -2,42 (24,85 | 1 | 0) -2,42 (263,24 | 1 | 0) 
P000086;0,7;0,19;5;0,6;;;;;;Sim/B/B03 ;0,27 (0,55 | 2 | 0) 
P000087;-0,46;0,18;5;0,4;;;;;;Sim/B/B01 Sim/B/B02 Sim/C/C01 ;-0,47 (0,83 | 1 | 0) -0,52 (0,38 | 1 | 0) -0,5 (0,42 | 1 | 0) 
P000088;5,28;0,22;32;0,88;Sim/C/C08;5,24;0,25;11;0,91
P000088;5,28;0,22;32;0,88;Sim/C/C09;5,26;0,45;8;0,75;Sim/C/C06 Sim/C/C08 Sim/C/C09 ;4,86 (1,15 | 3 | 0,67) 5,24 (0,25 | 11 | 0,91) 5,26 (0,45 | 8 | 0,75) 
P000089;-0,73;0,21;5;0,2;;;;;;Sim/A/A07 Sim/B/B01 Sim/C/C01 ;-0,81 (0,32 | 2 | 0) -0,73 (1,75 | 1 | 0) -0,75 (0,73 | 1 | 0) 
P000090;1,68;0,23;12;0,67;;;;;;Sim/B/B01 Sim/C/C03 ;0,7 (0,97 | 2 | 0,5) 1,55 (0,75 | 1 | 0) 
P000091;0,4;0,19;8;0,25;Sim/B/B03;0,81;0,26;3;0,33;Sim/C/C03 ;0,32 (0,32 | 2 | 0) 
P000092;0,3;0,21;6;0,83;;;;;;Sim/B/B01 ;-0,06 (0,36 | 1 | 0) 
P000093;-1,89;0,2;7;0,29;Sim/A/A02;-1,51;0,29;3;0,67;Sim/A/A04 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-1,92 (0,55 | 1 | 0) -2,03 (0,34 | 1 | 0) -1,89 (5,66 | 1 | 0) -1,89 (53,95 | 1 | 0) 
P000094;1,43;0,19;14;0,5;Sim/B/B02;1,87;0,35;3;0,33
P000094;1,43;0,19;14;0,5;Sim/B/B03;1,37;0,24;5;0,6;Sim/A/A02 Sim/B/B03 ;1,31 (0,45 | 1 | 0) 1,37 (0,24 | 5 | 0,6) 
P000095;0,7;0,19;5;0,6;;;;;;Sim/B/B03 ;0,27 (0,55 | 2 | 0) 
P000096;7,75;1,1;250;0,99;;;;;;Sim/B/B01 Sim/B/B03 Sim/C/C06 ;3 (1,31 | 12 | 0,92) 3,86 (1,82 | 12 | 0,92) 5,66 (1,17 | 19 | 0,95) 
P000097;1,76;0,24;12;0,67;Sim/B/B03;1,82;0,43;5;0,8;Sim/B/B02 Sim/B/B04 ;1,68 (0,48 | 2 | 0) 1,76 (3,65 | 1 | 0) 
P000098;3,25;0,16;12;0,58;Sim/C/C10;3,43;0,22;3;0,67;Sim/C/C05 Sim/C/C06 Sim/C/C07 ;3,22 (0,51 | 1 | 0) 3,24 (2,2 | 1 | 0) 3,17 (0,33 | 2 | 0) 
P000099;1,64;0,24;10;0,6;Sim/B/B03;1,72;0,39;4;1;Sim/B/B01 Sim/B/B02 Sim/B/B04 ;0,7 (0,97 | 2 | 0,5) 1,56 (0,57 | 2 | 0) 1,62 (5,52 | 1 | 0) 
P000100;-0,92;0,18;7;0,57;;;;;;Sim/A/A06 Sim/B/B01 ;-1,01 (0,3 | 2 | 0) -0,92 (3,02 | 1 | 0) 
P000101;-0,92;0,18;7;0,57;;;;;;Sim/A/A06 Sim/B/B01 ;-1,01 (0,3 | 2 | 0) -0,92 (3,02 | 1 | 0) 
P000102;-4,72;0,23;13;0,08;Sim/A/A01;-4,64;0,25;4;0,25;Sim/A/A02 Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-4,72 (843,75 | 2 | 0) -4,76 (0,47 | 2 | 0) -4,72 (15,46 | 3 | 0) -4,72 (14578,19 | 1 | 0) -4,72 (241546,29 | 1 | 0) 
P000103;-2,03;0,19;8;0,38;Sim/A/A02;-2,13;0,3;3;0
