ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000000;-3,27;0,2;36;0,42;Sim/A/A01;-3,31;0,27;10;0,7;Sim/A/A05 Sim/A/A01 Sim/B/B01 Sim/A/A06 Sim/B/B02 ;-3,92 (1,05 | 7 | 0,14) -3,31 (0,27 | 10 | 0,7) -3,27 (2,64 | 5 | 0) -3,27 (1,77 | 5 | 0) -3,27 (6,02 | 1 | 0) 
P000001;4,63;0,12;73;0,89;Sim/C/C04;4,29;0,25;10;0,7;Sim/B/B03 Sim/C/C04 Sim/C/C08 ;2,26 (0,85 | 6 | 0,83) 4,29 (0,25 | 10 | 0,7) 4,44 (0,22 | 4 | 0,5) 
P000002;1,59;0,16;53;0,74;Sim/B/B02;1,32;0,43;10;0,5;Sim/B/B02 Sim/B/B01 Sim/C/C03 Sim/C/C04 Sim/C/C07 ;1,32 (0,43 | 10 | 0,5) 1,4 (0,3 | 10 | 0,7) 1,44 (0,35 | 10 | 0,9) 1,52 (1,75 | 2 | 0) 1,53 (2,01 | 1 | 0) 
P000003;0,98;0,11;50;0,76;Sim/B/B03;0,6;0,24;5;0,2;Sim/B/B02 Sim/B/B03 Sim/A/A02 ;0,51 (0,25 | 4 | 0,5) 0,6 (0,24 | 5 | 0,2) 0,83 (0,39 | 10 | 0,9) 
P000004;3,93;0,1;55;0,8;Sim/C/C05;3;0,23;5;0,2;Sim/B/B03 Sim/C/C05 Sim/C/C06 Sim/C/C10 ;2,55 (1,2 | 5 | 0,8) 3 (0,23 | 5 | 0,2) 3,61 (0,23 | 4 | 0,25) 3,8 (0,21 | 6 | 0,67) 
P000005;-2,6;0,16;36;0,14;Sim/A/A02;-3,24;0,48;10;0,1;Sim/A/A02 Sim/A/A06 Sim/A/A04 Sim/B/B02 ;-3,24 (0,48 | 10 | 0,1) -2,65 (1,21 | 5 | 0) -2,64 (3,8 | 1 | 0) -2,6 (3,5 | 5 | 0) 
P000006;-1;0,09;53;0,36;Sim/A/A02;-1,54;0,24;6;0,5;Sim/A/A07 Sim/A/A02 Sim/C/C01 Sim/B/B02 ;-1,66 (0,87 | 7 | 0,14) -1,54 (0,24 | 6 | 0,5) -1,17 (0,22 | 9 | 0,22) -1 (0,65 | 6 | 0) 
P000007;-4,11;0,14;28;0,21;;;;;;Sim/B/B01 Sim/A/A05 Sim/A/A06 Sim/B/B03 Sim/A/A04 ;-4,97 (5,48 | 5 | 0) -4,11 (1,38 | 5 | 0) -4,11 (2,78 | 5 | 0) -4,11 (8,21 | 1 | 0) -4,11 (248,94 | 1 | 0) 
P000008;0,24;0,1;67;0,7;Sim/B/B01;-0,04;0,24;5;0,6;Sim/A/A04 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A07 ;-0,13 (0,24 | 3 | 0,33) -0,04 (0,24 | 5 | 0,6) 0,08 (0,54 | 9 | 0,89) 0,24 (0,34 | 10 | 0,8) 0,24 (0,37 | 10 | 0,8) 
P000009;-1,46;0,12;56;0,21;Sim/A/A02;-2;0,23;5;0,4;Sim/A/A02 Sim/C/C01 Sim/B/B01 Sim/A/A07 ;-2 (0,23 | 5 | 0,4) -1,59 (0,37 | 10 | 0,1) -1,52 (0,36 | 8 | 0) -1,48 (0,57 | 8 | 0) 
P000010;-4,31;0,16;26;0,15;;;;;;Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/A/A04 ;-4,34 (0,24 | 3 | 0,33) -4,31 (1,66 | 5 | 0) -4,31 (2,99 | 5 | 0) -4,31 (443,42 | 1 | 0) 
P000011;-4,3;0,15;28;0,18;;;;;;Sim/B/B01 Sim/A/A03 Sim/A/A05 Sim/B/B02 Sim/B/B03 Sim/A/A04 ;-5,09 (5,69 | 5 | 0) -4,52 (0,25 | 4 | 0,25) -4,31 (1,64 | 5 | 0) -4,3 (9,1 | 1 | 0) -4,3 (8,43 | 1 | 0) -4,3 (432,9 | 1 | 0) 
P000012;-5,62;1,09;23;0;;;;;;Sim/B/B02 Sim/B/B03 Sim/B/B01 Sim/A/A06 Sim/A/A05 Sim/A/A01 ;-7,52 (13,59 | 1 | 0) -7,11 (12,88 | 1 | 0) -6,54 (8,38 | 5 | 0) -6,23 (5,45 | 5 | 0) -5,97 (4,72 | 5 | 0) -5,82 (1,6 | 5 | 0) 
P000013;-6,11;1,84;22;0,05;;;;;;Sim/A/A06 Sim/A/A01 Sim/A/A05 Sim/B/B01 Sim/A/A04 ;-7,14 (6,73 | 5 | 0) -6,4 (3,03 | 5 | 0) -6,37 (5,12 | 5 | 0) -6,22 (8,61 | 5 | 0) -6,11 (74278,05 | 1 | 0) 
P000014;-4;0,15;33;0,27;;;;;;Sim/A/A03 Sim/A/A06 Sim/A/A04 Sim/B/B02 ;-4,24 (0,21 | 4 | 0,5) -4,01 (2,65 | 5 | 0) -4,01 (189,65 | 1 | 0) -4 (8676,59 | 1 | 0) 
P000015;-1,41;0,12;57;0,23;Sim/A/A02;-1,99;0,23;6;0,33;Sim/A/A06 Sim/A/A02 Sim/C/C02 Sim/B/B02 Sim/B/B01 ;-2,75 (1,3 | 10 | 0,1) -1,99 (0,23 | 6 | 0,33) -1,76 (0,94 | 6 | 0,17) -1,54 (1,61 | 5 | 0) -1,48 (0,34 | 10 | 0,1) 
P000016;-5,09;0,49;27;0,11;;;;;;Sim/A/A01 Sim/A/A05 Sim/A/A04 ;-5,18 (0,58 | 5 | 0,2) -5,13 (3,98 | 5 | 0) -5,09 (4144,15 | 1 | 0) 
P000017;-3,85;0,18;30;0,3;Sim/A/A03;-4,37;0,21;6;0,33;Sim/A/A03 Sim/A/A05 Sim/A/A06 Sim/A/A04 Sim/B/B02 ;-4,37 (0,21 | 6 | 0,33) -3,87 (1,06 | 5 | 0) -3,87 (2,48 | 5 | 0) -3,86 (124,28 | 1 | 0) -3,85 (5529,72 | 1 | 0) 
P000018;-0,29;0,08;63;0,48;Sim/B/B02;-0,55;0,25;10;0,1;Sim/B/B02 Sim/C/C02 Sim/A/A07 Sim/C/C01 Sim/C/C03 ;-0,55 (0,25 | 10 | 0,1) -0,46 (0,24 | 4 | 0,5) -0,38 (0,2 | 6 | 0,5) -0,37 (0,23 | 4 | 0,5) -0,33 (0,32 | 10 | 0,4) 
P000019;1,25;0,13;54;0,8;Sim/B/B02;0,81;0,27;10;0,5;Sim/C/C03 Sim/B/B02 Sim/A/A04 Sim/C/C02 ;0,68 (0,23 | 3 | 0,67) 0,81 (0,27 | 10 | 0,5) 0,99 (0,65 | 5 | 0,8) 1,05 (0,33 | 10 | 0,9) 
P000020;0,11;0,09;74;0,66;Sim/C/C03;-0,35;0,32;10;0,3;Sim/C/C03 Sim/B/B01 Sim/C/C01 ;-0,35 (0,32 | 10 | 0,3) -0,26 (0,25 | 5 | 0,6) -0,08 (0,22 | 8 | 0,63) 
P000021;-5,67;1,19;23;0,04;;;;;;Sim/B/B01 Sim/A/A01 Sim/A/A05 Sim/B/B02 Sim/B/B03 Sim/A/A04 ;-6,62 (8,53 | 5 | 0) -5,92 (1,82 | 5 | 0) -5,82 (4,59 | 5 | 0) -5,72 (10,74 | 1 | 0) -5,71 (10,33 | 1 | 0) -5,67 (21528,49 | 1 | 0) 
P000022;-4,52;0,17;29;0,1;Sim/A/A01;-4,66;0,25;5;0,2;Sim/A/A01 Sim/A/A06 Sim/A/A05 Sim/A/A04 Sim/B/B01 ;-4,66 (0,25 | 5 | 0,2) -4,53 (3,23 | 5 | 0) -4,53 (2 | 5 | 0) -4,53 (826,83 | 1 | 0) -4,52 (5,91 | 5 | 0) 
P000023;4,99;0,16;68;0,93;Sim/C/C10;4,66;0,42;10;0,9;Sim/C/C05 Sim/C/C10 Sim/C/C08 Sim/C/C04 ;4,58 (0,61 | 5 | 0,8) 4,66 (0,42 | 10 | 0,9) 4,69 (0,24 | 3 | 0,67) 4,7 (0,31 | 10 | 0,8) 
P000024;0,72;0,1;74;0,68;Sim/C/C02;0,19;0,26;10;0,5;Sim/C/C02 Sim/A/A02 Sim/C/C01 Sim/A/A04 Sim/B/B01 Sim/B/B02 ;0,19 (0,26 | 10 | 0,5) 0,24 (0,34 | 10 | 0,8) 0,48 (0,39 | 10 | 0,8) 0,55 (0,32 | 10 | 0,8) 0,57 (0,3 | 10 | 0,5) 0,57 (0,23 | 6 | 0,5) 
P000025;6,34;1,16;31;1;;;;;;;
P000026;-1,82;0,14;52;0,27;Sim/A/A02;-1,84;0,23;5;0,4;Sim/B/B01 Sim/A/A04 Sim/A/A06 Sim/A/A02 Sim/C/C02 ;-2,11 (0,68 | 10 | 0) -2,06 (0,59 | 7 | 0,14) -1,86 (0,54 | 9 | 0) -1,84 (0,23 | 5 | 0,4) -1,83 (1,68 | 1 | 0) 
P000027;1,91;0,21;40;0,78;Sim/B/B02;1,32;0,43;10;0,6;Sim/B/B02 Sim/C/C07 Sim/C/C04 Sim/C/C10 ;1,32 (0,43 | 10 | 0,6) 1,9 (1,41 | 1 | 0) 1,9 (1,59 | 1 | 0) 1,91 (1,9 | 1 | 0) 
P000028;0,87;0,1;69;0,74;Sim/B/B01;0,43;0,3;10;0,5;Sim/B/B01 Sim/C/C03 Sim/C/C01 Sim/A/A02 ;0,43 (0,3 | 10 | 0,5) 0,58 (0,19 | 5 | 0,6) 0,69 (0,52 | 8 | 0,88) 0,83 (0,39 | 10 | 0,9) 
P000029;2,19;0,2;38;0,63;Sim/B/B01;1,8;0,43;10;0,9;Sim/B/B04 Sim/B/B01 Sim/C/C07 Sim/C/C04 Sim/C/C10 ;1,76 (0,86 | 7 | 0,14) 1,8 (0,43 | 10 | 0,9) 2,17 (1,13 | 1 | 0) 2,17 (1,13 | 1 | 0) 2,18 (1,27 | 1 | 0) 
P000030;-2,63;0,15;36;0,47;Sim/A/A05;-2,78;0,22;5;0,4;Sim/A/A05 Sim/A/A02 Sim/B/B01 ;-2,78 (0,22 | 5 | 0,4) -2,65 (0,25 | 5 | 0,4) -2,63 (1,47 | 5 | 0) 
P000031;-3,26;0,2;37;0,32;;;;;;Sim/A/A05 Sim/B/B01 Sim/A/A06 Sim/B/B02 ;-3,59 (0,57 | 9 | 0) -3,27 (2,63 | 5 | 0) -3,26 (1,77 | 5 | 0) -3,26 (6 | 1 | 0) 
P000032;-0,23;0,09;58;0,53;Sim/C/C03;-0,8;0,39;10;0,2;Sim/C/C03 Sim/A/A06 Sim/B/B02 Sim/C/C01 Sim/A/A07 ;-0,8 (0,39 | 10 | 0,2) -0,58 (0,22 | 4 | 0,75) -0,37 (0,23 | 5 | 0,2) -0,36 (0,22 | 5 | 0,6) -0,28 (0,25 | 4 | 0,75) 
P000033;-3,05;0,2;35;0,4;;;;;;Sim/A/A05 Sim/B/B01 Sim/A/A06 ;-3,59 (0,57 | 9 | 0) -3,06 (2,24 | 5 | 0) -3,06 (1,55 | 5 | 0) 
P000034;-0,42;0,08;53;0,49;Sim/C/C01;-0,77;0,21;5;0,4;Sim/C/C03 Sim/C/C01 Sim/A/A06 ;-1,03 (0,53 | 6 | 0,17) -0,77 (0,21 | 5 | 0,4) -0,49 (0,25 | 4 | 0,75) 
P000035;-6,11;1,84;22;0,05;;;;;;Sim/A/A06 Sim/A/A01 Sim/A/A05 Sim/B/B01 Sim/A/A04 ;-7,14 (6,73 | 5 | 0) -6,4 (3,03 | 5 | 0) -6,37 (5,12 | 5 | 0) -6,22 (8,61 | 5 | 0) -6,11 (74278,05 | 1 | 0) 
P000036;2,13;0,19;55;0,53;Sim/B/B03;1,52;0,24;9;0,67;Sim/B/B03 Sim/B/B04 Sim/B/B01 ;1,52 (0,24 | 9 | 0,67) 1,62 (0,92 | 8 | 0,13) 1,82 (0,43 | 10 | 0,8) 
P000037;-3,45;0,18;38;0,39;;;;;;Sim/A/A05 Sim/A/A06 Sim/A/A04 ;-4 (1,07 | 7 | 0,14) -3,46 (2,01 | 5 | 0) -3,46 (39 | 1 | 0) 
P000038;0,82;0,1;69;0,71;Sim/A/A04;0,18;0,22;6;0,67;Sim/A/A04 Sim/A/A07 Sim/B/B01 Sim/C/C02 Sim/B/B03 ;0,18 (0,22 | 6 | 0,67) 0,24 (0,37 | 10 | 0,8) 0,43 (0,3 | 10 | 0,5) 0,69 (0,29 | 10 | 0,7) 0,73 (0,24 | 3 | 0,33) 
P000039;-2,29;0,15;27;0,41;Sim/A/A05;-2,49;0,19;6;0,5;Sim/A/A01 Sim/B/B01 Sim/A/A05 Sim/A/A04 ;-2,53 (0,61 | 5 | 0,8) -2,52 (1,31 | 5 | 0) -2,49 (0,19 | 6 | 0,5) -2,29 (1,44 | 1 | 0) 
P000040;4,5;0,11;62;0,82;Sim/C/C10;3,95;0,22;6;0,67;Sim/B/B03 Sim/C/C10 Sim/C/C09 Sim/C/C07 ;2,26 (0,85 | 6 | 0,83) 3,95 (0,22 | 6 | 0,67) 4,35 (0,22 | 4 | 0,5) 4,45 (0,36 | 10 | 0,9) 
P000041;3,14;0,1;57;0,56;Sim/B/B03;2,05;0,49;10;0,8;Sim/B/B03 Sim/C/C04 Sim/B/B04 Sim/C/C10 ;2,05 (0,49 | 10 | 0,8) 2,78 (0,35 | 10 | 0,4) 3 (0,22 | 4 | 0,5) 3,08 (0,21 | 5 | 0) 
P000042;-1,23;0,1;47;0,28;Sim/B/B01;-1,79;0,46;10;0,1;Sim/A/A06 Sim/B/B01 Sim/A/A07 ;-1,88 (0,54 | 10 | 0,1) -1,79 (0,46 | 10 | 0,1) -1,67 (1 | 5 | 0,2) 
P000043;2,05;0,21;37;0,41;Sim/B/B03;1,41;0,24;6;0,5;Sim/B/B03 Sim/B/B04 Sim/C/C04 Sim/C/C07 ;1,41 (0,24 | 6 | 0,5) 1,77 (0,86 | 8 | 0) 2,01 (0,75 | 5 | 0) 2,02 (0,79 | 5 | 0) 
P000044;2,33;0,18;49;0,47;;;;;;Sim/B/B01 Sim/C/C07 Sim/C/C04 Sim/C/C10 ;2,02 (0,55 | 7 | 0,86) 2,27 (0,54 | 7 | 0) 2,28 (0,58 | 5 | 0) 2,3 (0,7 | 5 | 0) 
P000045;0,57;0,09;73;0,64;Sim/B/B01;0,4;0,3;10;0,5;Sim/C/C01 Sim/B/B01 Sim/C/C03 Sim/B/B03 ;-0,2 (0,22 | 4 | 0,5) 0,4 (0,3 | 10 | 0,5) 0,5 (0,18 | 7 | 0,29) 0,52 (0,23 | 6 | 0,33) 
P000046;-3,4;0,19;42;0,36;Sim/A/A03;-3,44;0,33;10;0,7;Sim/A/A05 Sim/A/A03 Sim/B/B01 Sim/B/B02 ;-3,59 (0,57 | 9 | 0) -3,44 (0,33 | 10 | 0,7) -3,4 (2,89 | 5 | 0) -3,4 (6,53 | 1 | 0) 
P000047;-1,07;0,09;49;0,43;Sim/A/A02;-1,39;0,23;7;0,57;Sim/C/C02 Sim/A/A04 Sim/A/A02 Sim/B/B02 ;-2,74 (1,71 | 8 | 0,13) -1,44 (0,25 | 4 | 0,25) -1,39 (0,23 | 7 | 0,57) -1,07 (0,76 | 5 | 0) 
P000048;-2,7;0,15;31;0,26;Sim/A/A02;-2,75;0,25;10;0,2;Sim/A/A02 Sim/A/A06 Sim/B/B01 ;-2,75 (0,25 | 10 | 0,2) -2,71 (1,25 | 5 | 0) -2,71 (1,58 | 5 | 0) 
P000049;1,95;0,21;33;0,7;Sim/B/B02;1,83;0,34;10;0,6;Sim/B/B02 Sim/B/B03 Sim/C/C07 Sim/B/B04 Sim/C/C04 Sim/C/C10 ;1,83 (0,34 | 10 | 0,6) 1,89 (0,4 | 10 | 0,8) 1,94 (1,36 | 1 | 0) 1,94 (1,29 | 1 | 0) 1,95 (1,51 | 1 | 0) 1,95 (1,78 | 1 | 0) 
P000050;1,53;0,16;48;0,73;Sim/B/B03;1,41;0,25;5;0,6;Sim/A/A04 Sim/B/B03 Sim/B/B01 Sim/B/B02 ;1 (0,63 | 6 | 0,83) 1,41 (0,25 | 5 | 0,6) 1,43 (0,31 | 10 | 0,7) 1,51 (0,43 | 10 | 0,5) 
P000051;4,96;0,16;46;0,93;;;;;;Sim/C/C09 ;4,71 (0,25 | 3 | 0,67) 
P000052;3,69;0,09;46;0,7;Sim/B/B04;3,4;0,24;5;0,6;Sim/B/B04 Sim/C/C10 Sim/C/C06 ;3,4 (0,24 | 5 | 0,6) 3,49 (0,19 | 4 | 0,5) 3,63 (0,22 | 4 | 0) 
P000053;0,14;0,09;78;0,58;Sim/A/A02;-0,07;0,31;10;0,7;Sim/C/C03 Sim/A/A02 Sim/B/B02 Sim/B/B03 ;-1,02 (0,53 | 7 | 0,14) -0,07 (0,31 | 10 | 0,7) 0,12 (0,25 | 4 | 0,5) 0,13 (0,35 | 10 | 0) 
P000054;3,71;0,08;76;0,5;Sim/C/C07;2,94;0,24;10;0,2;Sim/C/C07 Sim/B/B04 Sim/C/C08 ;2,94 (0,24 | 10 | 0,2) 3,2 (0,25 | 4 | 0,5) 3,22 (0,64 | 10 | 0) 
P000055;2,06;0,21;33;0,58;Sim/B/B02;2,02;0,3;10;0,5;Sim/B/B04 Sim/B/B02 Sim/C/C07 Sim/C/C04 Sim/C/C10 ;2,02 (0,65 | 5 | 0) 2,02 (0,3 | 10 | 0,5) 2,04 (1,25 | 1 | 0) 2,05 (1,32 | 1 | 0) 2,05 (1,52 | 1 | 0) 
P000056;0,94;0,11;59;0,71;Sim/B/B01;0,62;0,3;10;0,5;Sim/C/C03 Sim/B/B01 Sim/A/A02 Sim/C/C01 ;0,36 (0,24 | 4 | 0,25) 0,62 (0,3 | 10 | 0,5) 0,83 (0,39 | 10 | 0,9) 0,92 (0,71 | 5 | 0,8) 
P000057;0,87;0,1;59;0,68;Sim/B/B03;0,65;0,21;5;0,4;Sim/B/B03 Sim/B/B01 Sim/A/A02 ;0,65 (0,21 | 5 | 0,4) 0,7 (0,28 | 10 | 0,5) 0,83 (0,39 | 10 | 0,9) 
P000058;1,56;0,16;60;0,77;Sim/A/A04;0,46;0,28;10;0,7;Sim/A/A04 Sim/B/B01 Sim/B/B02 Sim/C/C07 Sim/C/C04 Sim/C/C10 ;0,46 (0,28 | 10 | 0,7) 1,26 (0,26 | 10 | 0,7) 1,29 (0,42 | 10 | 0,5) 1,56 (1,95 | 1 | 0) 1,56 (2,57 | 1 | 0) 1,56 (3,27 | 1 | 0) 
P000059;0,95;0,11;50;0,78;Sim/B/B02;0,24;0,23;5;0,4;Sim/B/B02 Sim/A/A02 Sim/B/B03 ;0,24 (0,23 | 5 | 0,4) 0,83 (0,39 | 10 | 0,9) 0,9 (0,23 | 4 | 0,5) 
P000060;-1,71;0,13;59;0,24;Sim/A/A04;-1,82;0,35;10;0;Sim/A/A06 Sim/A/A04 Sim/A/A05 Sim/B/B01 Sim/C/C02 Sim/B/B02 ;-1,96 (0,63 | 8 | 0,13) -1,82 (0,35 | 10 | 0) -1,82 (0,27 | 10 | 0,7) -1,75 (0,44 | 10 | 0) -1,73 (0,89 | 7 | 0) -1,71 (9,58 | 1 | 0) 
P000061;0,41;0,09;70;0,59;Sim/C/C01;-0,09;0,23;6;0,5;Sim/C/C01 Sim/A/A07 Sim/A/A04 Sim/B/B02 Sim/C/C02 ;-0,09 (0,23 | 6 | 0,5) 0,08 (0,32 | 10 | 0,7) 0,26 (0,23 | 8 | 0,5) 0,29 (0,22 | 5 | 0,4) 0,39 (0,29 | 10 | 0,6) 
P000062;-1,19;0,1;50;0,24;Sim/A/A06;-1,23;0,23;5;0,2;Sim/C/C01 Sim/A/A07 Sim/A/A06 Sim/C/C02 ;-2,14 (0,72 | 7 | 0,14) -1,67 (1 | 5 | 0,2) -1,23 (0,23 | 5 | 0,2) -1,22 (0,42 | 7 | 0) 
P000063;2,6;0,14;59;0,41;Sim/B/B02;1,96;0,31;10;0,5;Sim/C/C04 Sim/B/B02 Sim/C/C07 ;1,38 (1,1 | 8 | 0,13) 1,96 (0,31 | 10 | 0,5) 2,55 (0,36 | 10 | 0) 
P000064;-2,29;0,17;29;0,21;Sim/A/A02;-2,49;0,24;5;0,4;Sim/A/A02 Sim/B/B01 ;-2,49 (0,24 | 5 | 0,4) -2,3 (0,97 | 5 | 0) 
P000065;3,75;0,1;52;0,71;;;;;;Sim/B/B03 Sim/B/B02 Sim/C/C10 Sim/C/C06 Sim/C/C07 ;2,13 (0,64 | 7 | 0,86) 3,26 (0,79 | 5 | 0,8) 3,49 (0,19 | 4 | 0,5) 3,58 (0,23 | 4 | 0,25) 3,67 (0,23 | 4 | 0,5) 
P000066;1,76;0,2;33;0,61;Sim/B/B03;1,41;0,24;6;0,5;Sim/B/B03 Sim/B/B04 Sim/C/C07 Sim/C/C04 Sim/C/C10 ;1,41 (0,24 | 6 | 0,5) 1,71 (1,29 | 2 | 0) 1,75 (1,61 | 1 | 0) 1,76 (1,94 | 1 | 0) 1,76 (2,38 | 1 | 0) 
P000067;6,19;1,02;31;0,97;;;;;;Sim/B/B02 ;3,44 (1,07 | 5 | 0,8) 
P000068;0,08;0,09;82;0,52;Sim/A/A02;-0,46;0,25;8;0,63;Sim/A/A02 Sim/C/C03 Sim/A/A06 Sim/A/A07 Sim/C/C02 ;-0,46 (0,25 | 8 | 0,63) -0,41 (0,33 | 10 | 0,2) -0,24 (0,31 | 10 | 0,7) -0,08 (0,24 | 10 | 0,6) -0,01 (0,23 | 10 | 0,4) 
P000069;-1,47;0,14;47;0,32;Sim/A/A05;-2,34;0,22;5;0,6;Sim/A/A05 Sim/A/A04 ;-2,34 (0,22 | 5 | 0,6) -1,76 (0,32 | 10 | 0) 
P000070;-2,4;0,16;20;0,3;;;;;;Sim/B/B01 Sim/A/A02 Sim/A/A04 ;-2,63 (1,5 | 5 | 0) -2,46 (0,25 | 4 | 0,5) -2,4 (1,92 | 1 | 0) 
P000071;2,86;0,11;43;0,51;Sim/C/C10;2,59;0,4;10;0,2;Sim/C/C04 Sim/C/C10 Sim/B/B04 ;2,05 (0,73 | 5 | 0,2) 2,59 (0,4 | 10 | 0,2) 2,84 (0,19 | 5 | 0,4) 
P000072;-3,45;0,18;40;0,3;Sim/A/A03;-3,71;0,25;7;0,57;Sim/A/A03 Sim/B/B01 Sim/B/B02 ;-3,71 (0,25 | 7 | 0,57) -3,45 (2,96 | 5 | 0) -3,45 (6,73 | 1 | 0) 
P000073;-1,13;0,09;52;0,31;Sim/C/C01;-1,48;0,32;10;0,2;Sim/A/A07 Sim/C/C01 Sim/C/C02 Sim/B/B02 Sim/B/B01 Sim/A/A06 ;-1,87 (1,3 | 5 | 0,2) -1,48 (0,32 | 10 | 0,2) -1,44 (0,6 | 6 | 0,17) -1,43 (4,2 | 1 | 0) -1,43 (0,33 | 10 | 0,2) -1,16 (0,21 | 6 | 0,33) 
P000074;-2,24;0,15;32;0,22;Sim/A/A05;-2,34;0,22;5;0,6;Sim/A/A05 Sim/A/A06 Sim/A/A04 ;-2,34 (0,22 | 5 | 0,6) -2,26 (0,97 | 5 | 0) -2,24 (1,25 | 1 | 0) 
P000075;-3,1;0,18;49;0,39;Sim/A/A03;-3,54;0,29;10;0,7;Sim/A/A03 Sim/A/A02 Sim/A/A04 ;-3,54 (0,29 | 10 | 0,7) -3,16 (0,43 | 10 | 0) -3,11 (14,46 | 1 | 0) 
P000076;-1,01;0,09;51;0,35;Sim/C/C02;-1,27;0,42;10;0,3;Sim/A/A07 Sim/C/C02 Sim/A/A06 Sim/A/A04 Sim/B/B02 ;-1,67 (1 | 5 | 0,2) -1,27 (0,42 | 10 | 0,3) -1,23 (0,23 | 5 | 0,2) -1,15 (0,2 | 4 | 0,5) -1,01 (0,67 | 6 | 0) 
P000077;2,88;0,1;62;0,39;Sim/C/C05;2,72;0,28;10;0,1;Sim/C/C07 Sim/C/C10 Sim/C/C06 Sim/C/C05 Sim/C/C04 ;2,1 (0,83 | 5 | 0,2) 2,46 (0,51 | 10 | 0,1) 2,61 (1,15 | 5 | 0) 2,72 (0,28 | 10 | 0,1) 2,86 (0,33 | 10 | 0,3) 
P000078;-5,83;1,43;21;0,05;;;;;;Sim/A/A06 Sim/A/A01 Sim/A/A05 Sim/A/A04 ;-6,66 (6,02 | 5 | 0) -6,1 (2,24 | 5 | 0) -6,02 (4,77 | 5 | 0) -5,83 (33416,71 | 1 | 0) 
P000079;2,48;0,17;46;0,54;Sim/C/C04;2,4;0,49;7;0;Sim/C/C04 Sim/C/C07 Sim/B/B02 ;2,4 (0,49 | 7 | 0) 2,41 (0,46 | 8 | 0) 2,47 (0,33 | 10 | 0,7) 
P000080;0,59;0,1;63;0,71;Sim/B/B01;0,31;0,28;10;0,5;Sim/B/B01 Sim/C/C01 Sim/C/C03 Sim/B/B02 ;0,31 (0,28 | 10 | 0,5) 0,32 (0,32 | 10 | 0,8) 0,38 (0,24 | 3 | 0,33) 0,49 (0,23 | 5 | 0,6) 
P000081;0,71;0,1;69;0,67;Sim/A/A02;-0,1;0,3;10;0,7;Sim/A/A02 Sim/C/C03 Sim/C/C02 ;-0,1 (0,3 | 10 | 0,7) 0,25 (0,25 | 4 | 0,25) 0,6 (0,3 | 10 | 0,7) 
P000082;3,39;0,1;48;0,63;Sim/B/B04;2,85;0,21;5;0,4;Sim/B/B04 Sim/C/C10 Sim/C/C04 Sim/B/B02 Sim/C/C05 ;2,85 (0,21 | 5 | 0,4) 3,08 (0,23 | 3 | 0,33) 3,14 (0,28 | 10 | 0,4) 3,26 (0,79 | 5 | 0,8) 3,32 (0,22 | 4 | 0,5) 
P000083;-1,44;0,12;55;0,33;Sim/C/C01;-1,76;0,45;10;0,1;Sim/A/A04 Sim/A/A06 Sim/C/C01 Sim/B/B02 ;-2,01 (0,54 | 7 | 0,14) -1,92 (0,65 | 7 | 0,14) -1,76 (0,45 | 10 | 0,1) -1,44 (4,33 | 1 | 0) 
P000084;-2,97;0,16;46;0,35;Sim/A/A05;-3,1;0,27;10;0,2;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,1 (0,27 | 10 | 0,2) -2,98 (1,47 | 5 | 0) -2,97 (2,08 | 5 | 0) 
P000085;-2,53;0,14;27;0,37;Sim/A/A05;-2,53;0,19;6;0,5;Sim/B/B01 Sim/A/A01 Sim/A/A06 Sim/A/A05 Sim/A/A04 ;-2,78 (1,74 | 5 | 0) -2,58 (0,57 | 6 | 0,83) -2,54 (1,13 | 5 | 0) -2,53 (0,19 | 6 | 0,5) -2,53 (2,79 | 1 | 0) 
P000086;0,84;0,09;64;0,64;Sim/B/B03;0,19;0,32;10;0,1;Sim/B/B03 Sim/B/B01 Sim/B/B02 ;0,19 (0,32 | 10 | 0,1) 0,79 (0,26 | 10 | 0,5) 0,82 (0,27 | 10 | 0,5) 
P000087;-0,67;0,08;61;0,44;Sim/C/C01;-1,08;0,23;7;0,29;Sim/C/C01 Sim/C/C03 Sim/A/A02 ;-1,08 (0,23 | 7 | 0,29) -1,03 (0,53 | 6 | 0,17) -1,01 (0,25 | 5 | 0,4) 
P000088;6,5;1,31;31;0,97;;;;;;Sim/C/C06 ;5,33 (1,28 | 5 | 0,8) 
P000089;-0,96;0,09;57;0,3;Sim/A/A07;-1,41;0,47;10;0;Sim/A/A04 Sim/A/A07 Sim/A/A02 Sim/B/B02 ;-1,43 (0,25 | 4 | 0,25) -1,41 (0,47 | 10 | 0) -1,24 (0,24 | 4 | 0,5) -0,97 (0,62 | 5 | 0) 
P000090;1,68;0,17;53;0,75;Sim/B/B01;1,2;0,25;10;0,6;Sim/B/B01 Sim/C/C03 Sim/C/C04 Sim/C/C07 ;1,2 (0,25 | 10 | 0,6) 1,44 (0,35 | 10 | 0,9) 1,52 (1,75 | 2 | 0) 1,53 (2,01 | 1 | 0) 
