ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000012;-5,23;0,5;25;0,04;Sim/A/A03;-4,93;0,48;5;0,2;Sim/B/B02 Sim/B/B01 Sim/C/C01 Sim/A/A06 Sim/A/A05 Sim/A/A01 ;-5,23 (10582,98 | 2 | 0) -5,23 (165,22 | 4 | 0) -5,23 (42,39 | 1 | 0) -5,23 (21,77 | 3 | 0) -5,27 (3,3 | 2 | 0) -5,34 (0,8 | 4 | 0) 
P000013;-5,55;0,85;25;0;;;;;;;
P000014;-3,99;0,16;25;0,24;Sim/A/A03;-3,9;0,21;8;0,5;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A01 ;-3,99 (738,37 | 2 | 0) -3,99 (21,67 | 4 | 0) -3,99 (6,92 | 3 | 0) -3,99 (2,75 | 4 | 0) -4,17 (0,27 | 4 | 0,5) 
P000015;-1,35;0,13;25;0,2;Sim/A/A04;-1;0,25;3;0,67;Sim/B/B02 Sim/A/A07 Sim/A/A06 Sim/A/A02 ;-1,35 (3,29 | 1 | 0) -1,36 (0,59 | 3 | 0) -1,39 (0,37 | 4 | 0) -1,59 (0,29 | 3 | 0,33) 
P000016;-4,7;0,23;25;0,04;;;;;;Sim/B/B02 Sim/B/B01 Sim/C/C01 Sim/A/A02 Sim/A/A06 Sim/C/C02 Sim/A/A05 Sim/A/A01 ;-4,7 (3397,88 | 2 | 0) -4,7 (69,62 | 4 | 0) -4,7 (23,04 | 1 | 0) -4,7 (12,28 | 4 | 0) -4,7 (13,33 | 3 | 0) -4,71 (4,44 | 2 | 0) -4,72 (1,82 | 4 | 0) -4,84 (0,32 | 4 | 0) 
P000017;-3,62;0,23;25;0,2;Sim/A/A01;-2,57;0,61;5;0,8;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 Sim/A/A03 ;-3,62 (333,66 | 2 | 0) -3,62 (11,77 | 4 | 0) -3,63 (4,94 | 3 | 0) -3,63 (1,29 | 4 | 0) -3,66 (0,78 | 4 | 0) -4,22 (0,33 | 3 | 0,33) 
P000018;-0,26;0,11;25;0,56;Sim/B/B01;-0,11;0,25;4;0,5;Sim/B/B02 Sim/C/C02 Sim/C/C01 ;-0,37 (0,28 | 2 | 0,5) -0,4 (0,26 | 3 | 0,67) -0,47 (0,3 | 2 | 0,5) 
P000019;1,09;0,15;25;0,64;Sim/B/B01;1,89;0,56;4;0,75;Sim/C/C02 Sim/B/B02 Sim/C/C03 ;0,9 (0,34 | 4 | 0,75) 0,76 (0,28 | 7 | 0,43) 0,57 (0,24 | 3 | 0,33) 
P000020;0,07;0,12;25;0,52;Sim/A/A04;0,38;0,29;5;0,6;Sim/C/C01 Sim/C/C03 Sim/B/B01 ;-0 (0,26 | 5 | 0,6) -0,28 (0,41 | 4 | 0,25) -0,41 (0,29 | 3 | 0,33) 
P000021;-5,19;0,47;25;0,04;Sim/A/A03;-4,92;0,47;5;0,2;Sim/B/B01 Sim/C/C01 Sim/B/B02 Sim/A/A05 Sim/A/A01 ;-5,19 (155,21 | 4 | 0) -5,19 (40,56 | 1 | 0) -5,19 (20,12 | 3 | 0) -5,19 (4,97 | 1 | 0) -5,3 (0,75 | 4 | 0) 
P000022;-4,48;0,19;25;0,08;;;;;;Sim/B/B02 Sim/B/B01 Sim/A/A02 Sim/A/A06 Sim/C/C01 Sim/C/C02 Sim/A/A05 Sim/A/A01 ;-4,48 (2109,8 | 2 | 0) -4,48 (48,4 | 4 | 0) -4,48 (7,69 | 4 | 0) -4,48 (10,86 | 3 | 0) -4,48 (5,54 | 2 | 0) -4,48 (5,78 | 1 | 0) -4,49 (1,59 | 4 | 0) -4,64 (0,25 | 4 | 0,25) 
P000023;5,15;0,21;25;0,92;Sim/C/C09;5,23;0,46;5;1;Sim/C/C08 ;5,01 (0,21 | 5 | 0,6) 
P000024;0,78;0,13;25;0,52;Sim/B/B03;1,36;0,27;3;0,67;Sim/B/B02 Sim/B/B01 Sim/C/C02 ;0,57 (0,23 | 7 | 0,43) 0,45 (0,34 | 6 | 0,5) 0,38 (0,33 | 6 | 0,5) 
P000025;5,34;0,29;25;0,92;Sim/C/C08;5,47;0,49;5;0,8;Sim/C/C09 ;5,12 (0,39 | 5 | 0,8) 
P000026;-1,81;0,15;25;0,28;Sim/C/C01;-1,56;0,39;5;0,2;Sim/A/A07 Sim/A/A02 Sim/A/A06 Sim/B/B01 Sim/A/A04 ;-1,82 (1,92 | 1 | 0) -1,83 (0,23 | 4 | 0,5) -1,84 (0,71 | 4 | 0) -1,84 (0,58 | 4 | 0) -1,85 (0,44 | 3 | 0) 
P000027;1,77;0,21;25;0,56;Sim/B/B03;1,89;0,51;5;0,8;Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B02 ;1,77 (1,41 | 2 | 0) 1,76 (1,32 | 2 | 0) 1,75 (1,02 | 3 | 0) 1,21 (0,45 | 5 | 0,4) 
P000028;0,76;0,12;25;0,56;Sim/C/C02;1,16;0,4;4;0,75;Sim/B/B01 Sim/C/C03 ;0,42 (0,36 | 5 | 0,4) 0,36 (0,24 | 4 | 0,25) 
P000029;2,15;0,22;25;0,44;Sim/C/C04;2,53;0,48;4;0,25;Sim/B/B04 Sim/B/B01 ;2,11 (0,57 | 4 | 0) 1,48 (0,4 | 4 | 0,75) 
P000030;-2,71;0,16;25;0,44;Sim/A/A01;-2,66;0,59;4;1;Sim/B/B02 Sim/A/A06 Sim/B/B01 Sim/C/C01 Sim/C/C02 Sim/A/A05 Sim/A/A02 ;-2,71 (184,58 | 1 | 0) -2,71 (8,6 | 2 | 0) -2,71 (5,5 | 3 | 0) -2,71 (2,39 | 1 | 0) -2,71 (2,57 | 1 | 0) -2,77 (0,22 | 4 | 0,5) -2,79 (0,29 | 5 | 0,2) 
P000031;-3,23;0,22;25;0,28;Sim/A/A01;-3,09;0,38;6;0,67;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,23 (142,19 | 2 | 0) -3,23 (6,11 | 4 | 0) -3,23 (3,46 | 3 | 0) -3,26 (0,63 | 4 | 0) -3,31 (0,48 | 3 | 0) 
P000032;-0,21;0,11;25;0,56;Sim/A/A02;0,14;0,39;5;0,6;Sim/B/B02 Sim/C/C01 Sim/A/A07 Sim/A/A06 ;-0,31 (0,25 | 3 | 0,33) -0,38 (0,27 | 2 | 0,5) -0,42 (0,29 | 2 | 0,5) -0,65 (0,22 | 3 | 0,67) 
P000033;-3,07;0,21;25;0,32;Sim/A/A01;-2,94;0,46;5;1;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,07 (99,48 | 2 | 0) -3,07 (4,64 | 4 | 0) -3,07 (2,98 | 3 | 0) -3,11 (0,49 | 4 | 0) -3,17 (0,37 | 4 | 0) 
P000034;-0,37;0,1;25;0,48;Sim/A/A07;-0,2;0,28;4;0,75;Sim/C/C01 Sim/A/A06 Sim/A/A04 ;-0,39 (0,32 | 2 | 0) -0,53 (0,26 | 3 | 0,67) -0,53 (0,3 | 4 | 0,5) 
P000035;-5,55;0,85;25;0;;;;;;;
P000036;2,3;0,21;25;0,4;Sim/C/C07;2,72;0,36;5;0,4;Sim/C/C04 Sim/B/B04 ;2,27 (0,67 | 3 | 0) 2,24 (0,46 | 4 | 0) 
P000037;-3,3;0,22;25;0,24;Sim/A/A01;-3,23;0,32;7;0,57;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,3 (164,98 | 2 | 0) -3,3 (6,85 | 4 | 0) -3,3 (3,68 | 3 | 0) -3,32 (0,7 | 4 | 0) -3,36 (0,52 | 3 | 0) 
P000038;0,92;0,13;25;0,64;Sim/B/B02;1,23;0,43;6;0,5;Sim/B/B03 Sim/A/A02 Sim/B/B01 Sim/C/C02 ;0,9 (0,25 | 3 | 0,67) 0,81 (0,4 | 3 | 0,67) 0,51 (0,4 | 4 | 0,5) 0,43 (0,38 | 4 | 0,5) 
P000039;-2,34;0,15;25;0,32;Sim/A/A02;-1,98;0,22;6;0,5;Sim/A/A06 Sim/B/B01 Sim/C/C02 Sim/A/A04 Sim/C/C01 Sim/A/A05 Sim/A/A01 ;-2,34 (3,72 | 2 | 0) -2,34 (1,63 | 2 | 0) -2,35 (2,11 | 1 | 0) -2,35 (1,26 | 2 | 0) -2,35 (1,09 | 3 | 0) -2,56 (0,2 | 5 | 0,4) -2,66 (0,57 | 4 | 0,75) 
P000040;4,69;0,14;25;0,84;Sim/C/C08;4,99;0,22;4;0,75;Sim/C/C04 Sim/C/C09 ;4,62 (0,34 | 3 | 0,67) 4,35 (0,22 | 4 | 0,5) 
P000041;3,09;0,12;25;0,56;Sim/C/C05;3,51;0,22;4;0,5;Sim/C/C10 Sim/B/B04 Sim/C/C04 ;3,03 (0,26 | 3 | 0) 3 (0,22 | 4 | 0,5) 2,64 (0,47 | 3 | 0,33) 
P000042;-1,19;0,11;25;0,28;Sim/C/C02;-0,79;0,26;3;0,33;Sim/A/A07 Sim/A/A06 Sim/B/B01 Sim/C/C01 ;-1,21 (0,44 | 3 | 0) -1,22 (0,32 | 3 | 0) -1,24 (0,39 | 3 | 0) -1,26 (0,28 | 5 | 0,4) 
P000043;2,52;0,19;25;0,56;Sim/C/C10;2,69;0,43;4;0,25;Sim/B/B04 Sim/C/C05 Sim/C/C07 ;2,44 (0,34 | 4 | 0) 2,36 (1,14 | 1 | 0) 2,26 (0,74 | 3 | 0) 
P000044;2,28;0,21;25;0,44;Sim/B/B04;2,51;0,29;4;0,25;Sim/B/B01 Sim/C/C05 Sim/C/C10 Sim/C/C07 Sim/C/C04 ;1,91 (0,56 | 4 | 0,75) 1,81 (3,97 | 1 | 0) 1,79 (2,26 | 1 | 0) 1,75 (1,36 | 3 | 0) 1,71 (1,12 | 4 | 0) 
P000045;0,69;0,14;25;0,52;Sim/B/B02;1,58;0,44;6;0,5;Sim/B/B03 Sim/C/C02 Sim/B/B01 ;0,5 (0,35 | 2 | 0,5) 0,33 (0,36 | 5 | 0,4) 0,19 (0,32 | 4 | 0,25) 
P000046;-3,34;0,22;25;0,28;Sim/A/A01;-3,02;0,42;5;0,8;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A05 Sim/A/A03 ;-3,34 (180,76 | 2 | 0) -3,34 (7,35 | 4 | 0) -3,34 (3,82 | 3 | 0) -3,36 (0,76 | 4 | 0) -3,4 (0,55 | 3 | 0) -3,42 (0,4 | 4 | 0,75) 
P000047;-0,97;0,11;25;0,44;Sim/C/C01;-0,46;0,28;3;0,67;Sim/C/C02 Sim/B/B01 Sim/B/B02 Sim/A/A04 Sim/A/A02 ;-0,99 (0,35 | 2 | 0) -1,05 (0,35 | 5 | 0,4) -1,07 (1,47 | 1 | 0) -1,33 (0,3 | 2 | 0,5) -1,59 (0,29 | 3 | 0,33) 
P000048;-2,74;0,16;25;0,4;Sim/A/A05;-2,68;0,2;4;0,5;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 ;-2,74 (48,34 | 2 | 0) -2,74 (2,67 | 4 | 0) -2,74 (2,21 | 3 | 0) -2,81 (0,34 | 4 | 0) 
P000049;2,14;0,22;25;0,52;Sim/B/B04;2,55;0,28;5;0,2;Sim/C/C07 Sim/B/B02 Sim/C/C04 ;1,75 (1,33 | 2 | 0) 1,74 (0,38 | 5 | 0,4) 1,73 (1,2 | 3 | 0) 
P000050;1,52;0,18;25;0,56;Sim/C/C03;2,05;0,92;4;1;Sim/B/B04 Sim/B/B03 Sim/B/B01 ;1,52 (2,48 | 1 | 0) 1,45 (0,26 | 4 | 0,75) 1,42 (0,33 | 6 | 0,67) 
P000051;4,87;0,18;25;0,92;Sim/C/C04;4,92;0,46;3;1;Sim/C/C08 Sim/C/C09 ;4,72 (0,34 | 2 | 0,5) 4,71 (0,25 | 3 | 0,67) 
P000052;3,58;0,11;25;0,56;Sim/C/C07;3,6;0,21;4;0,5;Sim/C/C09 Sim/C/C08 Sim/C/C06 Sim/C/C10 ;3,58 (1,13 | 1 | 0) 3,57 (0,56 | 3 | 0) 3,55 (0,31 | 2 | 0) 3,44 (0,2 | 4 | 0,5) 
P000053;0,04;0,12;25;0,44;Sim/B/B01;0,23;0,29;6;0,5;Sim/B/B03 Sim/C/C01 Sim/C/C03 ;0,03 (0,73 | 2 | 0) 0 (0,29 | 3 | 0,67) -0,94 (0,5 | 5 | 0,2) 
P000054;3,88;0,12;25;0,76;Sim/C/C06;4,1;0,19;5;0,6;Sim/C/C10 Sim/C/C07 ;3,8 (0,2 | 7 | 0,71) 3,09 (0,26 | 3 | 0,33) 
P000055;2,17;0,21;25;0,52;Sim/C/C04;2,83;0,4;4;0,5;Sim/B/B04 Sim/B/B02 Sim/B/B03 ;2,12 (0,56 | 4 | 0) 2,02 (0,31 | 5 | 0,4) 1,89 (0,51 | 5 | 0,8) 
P000056;0,87;0,13;25;0,52;Sim/B/B03;1,3;0,22;5;0,6;Sim/C/C03 Sim/B/B01 ;0,46 (0,25 | 4 | 0) 0,19 (0,32 | 4 | 0,25) 
P000057;0,82;0,12;25;0,6;Sim/C/C02;0,95;0,33;5;0,6;Sim/A/A02 Sim/B/B03 ;0,81 (0,4 | 3 | 0,67) 0,44 (0,3 | 4 | 0,25) 
P000058;1,75;0,22;25;0,56;Sim/B/B01;1,91;0,56;4;0,75;Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B02 ;1,74 (1,46 | 2 | 0) 1,74 (1,35 | 2 | 0) 1,73 (1,05 | 3 | 0) 1,21 (0,45 | 5 | 0,4) 
P000059;0,87;0,12;25;0,68;Sim/C/C02;1,16;0,4;4;0,75;Sim/C/C03 Sim/A/A02 Sim/B/B02 ;0,84 (0,34 | 2 | 0,5) 0,81 (0,4 | 3 | 0,67) 0,14 (0,28 | 4 | 0,25) 
P000060;-1,69;0,16;25;0,24;Sim/C/C01;-1,24;0,32;3;0,33;Sim/C/C03 Sim/C/C02 Sim/A/A07 Sim/B/B01 Sim/A/A06 Sim/A/A04 ;-1,69 (3 | 1 | 0) -1,7 (1,18 | 3 | 0) -1,7 (1,9 | 1 | 0) -1,73 (0,5 | 4 | 0) -1,73 (0,61 | 4 | 0) -1,75 (0,38 | 2 | 0) 
P000061;0,51;0,13;25;0,52;Sim/A/A02;0,81;0,4;3;0,67;Sim/B/B03 Sim/B/B01 Sim/C/C01 Sim/A/A04 Sim/C/C02 ;0,5 (0,35 | 2 | 0,5) 0,45 (0,34 | 6 | 0,5) 0,4 (0,97 | 1 | 0) 0,36 (0,3 | 4 | 0,5) 0,18 (0,33 | 5 | 0,6) 
P000062;-1,2;0,11;25;0,24;Sim/A/A02;-0,88;0,29;4;0,5;Sim/A/A07 Sim/C/C02 Sim/A/A06 Sim/C/C01 ;-1,21 (0,44 | 3 | 0) -1,21 (0,5 | 3 | 0) -1,23 (0,26 | 5 | 0,2) -1,24 (0,35 | 3 | 0) 
P000063;2,5;0,18;25;0,52;Sim/B/B04;2,8;0,22;4;0,5;Sim/C/C07 Sim/C/C04 Sim/B/B02 ;2,33 (0,67 | 3 | 0) 2,28 (0,61 | 4 | 0) 2,02 (0,31 | 5 | 0,4) 
P000064;-2,22;0,18;25;0,36;Sim/A/A04;-2,04;0,6;4;0,25;Sim/B/B02 Sim/A/A06 Sim/B/B01 Sim/C/C01 Sim/A/A02 ;-2,22 (43,63 | 1 | 0) -2,22 (2,82 | 2 | 0) -2,23 (1,15 | 4 | 0) -2,23 (1,08 | 2 | 0) -2,47 (0,26 | 5 | 0,4) 
P000065;3,57;0,11;25;0,56;Sim/C/C04;3,99;0,34;3;0,67;Sim/C/C08 Sim/C/C06 Sim/C/C10 ;3,55 (0,57 | 3 | 0) 3,54 (0,31 | 2 | 0) 3,44 (0,2 | 4 | 0,5) 
P000066;1,95;0,22;25;0,48;Sim/C/C04;2,53;0,48;4;0,25;Sim/B/B02 Sim/B/B04 Sim/B/B03 ;1,94 (0,32 | 4 | 0,5) 1,93 (0,96 | 2 | 0) 1,54 (0,29 | 4 | 0,75) 
P000067;5,92;0,83;25;1;;;;;;;
P000068;0,15;0,12;25;0,32;Sim/A/A04;0,67;0,51;4;0,75;Sim/C/C03 Sim/B/B01 Sim/C/C01 Sim/A/A02 ;0,11 (0,37 | 3 | 0) 0,01 (0,28 | 4 | 0,25) -0,09 (0,3 | 2 | 0,5) -0,24 (0,36 | 3 | 0) 
P000069;-1,38;0,14;25;0,2;Sim/A/A06;-1,16;0,21;6;0,33;Sim/A/A07 Sim/B/B01 Sim/A/A04 Sim/C/C03 Sim/C/C02 ;-1,39 (0,63 | 3 | 0) -1,41 (0,38 | 4 | 0,25) -1,46 (0,3 | 2 | 0) -1,47 (1,07 | 2 | 0) -1,48 (0,84 | 3 | 0) 
P000070;-2,47;0,15;25;0,36;Sim/A/A01;-2,44;0,68;4;1;Sim/A/A06 Sim/B/B01 Sim/C/C02 Sim/A/A04 Sim/C/C01 Sim/A/A05 ;-2,47 (5 | 2 | 0) -2,47 (1,98 | 2 | 0) -2,47 (2,25 | 1 | 0) -2,47 (1,59 | 2 | 0) -2,48 (1,47 | 2 | 0) -2,5 (0,19 | 6 | 0,5) 
P000071;2,94;0,12;25;0,48;Sim/C/C05;3,26;0,25;3;0,33;Sim/C/C10 Sim/C/C04 ;2,8 (0,32 | 4 | 0) 2,79 (0,43 | 3 | 0) 
P000072;-3,15;0,21;25;0,28;Sim/A/A02;-2,51;0,25;6;0,33;Sim/B/B02 Sim/B/B01 Sim/A/A05 Sim/A/A01 Sim/A/A03 ;-3,15 (690,38 | 1 | 0) -3,15 (13,5 | 3 | 0) -3,22 (0,42 | 3 | 0) -3,28 (0,33 | 6 | 0,5) -3,78 (0,29 | 4 | 0,5) 
P000073;-1,15;0,12;25;0,32;Sim/A/A07;-0,96;0,27;5;0,4;Sim/C/C01 Sim/A/A06 Sim/C/C02 Sim/C/C03 Sim/B/B01 ;-1,15 (0,35 | 2 | 0,5) -1,19 (0,3 | 3 | 0) -1,27 (0,5 | 4 | 0,25) -1,33 (0,85 | 3 | 0) -1,62 (0,45 | 4 | 0,25) 
P000074;-2,24;0,16;25;0,24;Sim/B/B01;-1,42;0,38;5;0,2;Sim/A/A06 Sim/C/C02 Sim/A/A04 Sim/C/C01 Sim/A/A05 ;-2,24 (2,91 | 2 | 0) -2,24 (2 | 1 | 0) -2,24 (1,03 | 2 | 0) -2,25 (0,96 | 3 | 0) -2,37 (0,23 | 4 | 0,5) 
P000075;-3,13;0,21;25;0,24;Sim/A/A01;-2,8;0,47;6;0,67;Sim/B/B02 Sim/B/B01 Sim/A/A06 Sim/A/A02 Sim/A/A03 ;-3,13 (113,7 | 2 | 0) -3,13 (5,14 | 4 | 0) -3,13 (3,15 | 3 | 0) -3,17 (0,54 | 4 | 0) -3,6 (0,49 | 2 | 0,5) 
P000076;-1,05;0,11;25;0,4;Sim/C/C03;-0,94;0,5;3;0,33;Sim/A/A06 Sim/A/A07 Sim/A/A04 Sim/C/C01 Sim/C/C02 ;-1,07 (0,26 | 3 | 0,33) -1,08 (0,35 | 3 | 0) -1,15 (0,2 | 4 | 0,5) -1,15 (0,35 | 2 | 0,5) -1,27 (0,5 | 4 | 0,25) 
P000077;2,77;0,15;25;0,4;Sim/B/B02;3,23;0,89;3;0,67;Sim/C/C05 Sim/C/C10 Sim/C/C07 ;2,73 (0,37 | 3 | 0) 2,72 (0,37 | 4 | 0) 2,72 (0,4 | 3 | 0) 
P000078;-5,55;0,85;25;0;;;;;;;
P000079;2,59;0,16;25;0,52;Sim/B/B04;2,72;0,21;5;0,4;Sim/B/B02 Sim/C/C07 Sim/C/C04 ;2,42 (0,34 | 3 | 0,67) 2,32 (0,68 | 3 | 0) 2,28 (0,61 | 4 | 0) 
P000080;0,64;0,12;25;0,56;Sim/A/A04;0,9;0,65;4;0,75;Sim/B/B03 Sim/C/C03 Sim/B/B01 Sim/B/B02 ;0,6 (0,24 | 5 | 0,2) 0,46 (0,27 | 2 | 0,5) 0,45 (0,34 | 6 | 0,5) 0,32 (0,3 | 2 | 0,5) 
P000081;0,59;0,12;25;0,48;Sim/B/B02;1,23;0,43;6;0,5;Sim/C/C02 Sim/C/C03 Sim/B/B01 Sim/A/A02 ;0,57 (0,58 | 1 | 0) 0,48 (0,22 | 3 | 0) 0,41 (0,38 | 4 | 0,5) 0,15 (0,4 | 3 | 0,67) 
P000082;3,58;0,11;25;0,64;Sim/C/C07;4,05;0,24;7;0,86;Sim/C/C04 Sim/C/C05 Sim/C/C10 ;3,54 (0,34 | 2 | 0) 3,53 (0,3 | 2 | 0) 3,08 (0,23 | 3 | 0,33) 
P000083;-1,42;0,14;25;0,2;Sim/A/A02;-0,95;0,27;4;0,5;Sim/B/B02 Sim/A/A07 Sim/A/A06 Sim/A/A04 Sim/C/C01 ;-1,42 (4,06 | 1 | 0) -1,46 (0,65 | 4 | 0) -1,49 (0,46 | 4 | 0) -1,55 (0,29 | 3 | 0) -1,56 (0,43 | 4 | 0,25) 
P000084;-2,88;0,17;25;0,4;Sim/A/A02;-2,79;0,29;5;0,2;Sim/B/B02 Sim/A/A06 Sim/B/B01 Sim/C/C01 Sim/A/A05 Sim/A/A01 ;-2,88 (307,42 | 1 | 0) -2,88 (12,78 | 2 | 0) -2,88 (7,78 | 3 | 0) -2,88 (2,88 | 1 | 0) -2,96 (0,26 | 4 | 0,25) -3,02 (0,42 | 5 | 0,8) 
P000085;-2,55;0,17;25;0,44;Sim/A/A02;-2,47;0,24;6;0,33;Sim/B/B01 Sim/C/C02 Sim/C/C01 Sim/A/A05 ;-2,55 (387,46 | 1 | 0) -2,56 (2,35 | 1 | 0) -2,56 (1,63 | 2 | 0) -2,78 (0,28 | 3 | 0,33) 
P000086;0,87;0,12;25;0,52;Sim/B/B02;1,24;0,45;5;0,6;Sim/A/A04 Sim/B/B01 Sim/B/B03 ;0,86 (1,37 | 1 | 0) 0,78 (0,29 | 5 | 0,4) 0,49 (0,25 | 5 | 0) 
P000087;-0,52;0,1;25;0,48;Sim/A/A07;0,13;0,38;5;0,8;Sim/B/B02 Sim/B/B01 Sim/A/A04 Sim/C/C03 ;-0,54 (0,32 | 2 | 0) -0,78 (0,35 | 5 | 0,4) -0,8 (0,31 | 3 | 0,33) -0,94 (0,5 | 3 | 0,33) 
P000088;5,92;0,83;25;1;;;;;;;
P000089;-0,97;0,13;25;0,28;Sim/C/C02;-0,27;0,23;5;0,4;Sim/C/C01 Sim/B/B02 Sim/A/A07 Sim/A/A04 ;-0,97 (1,14 | 2 | 0) -0,98 (0,81 | 2 | 0) -1,25 (0,67 | 2 | 0) -1,44 (0,24 | 6 | 0,17) 
P000090;1,62;0,2;25;0,64;Sim/B/B03;1,79;0,49;4;1;Sim/C/C04 Sim/B/B01 Sim/C/C03 ;1,62 (2,36 | 1 | 0) 1,36 (0,33 | 5 | 0,6) 1,27 (0,36 | 4 | 0,75) 
P000091;0,26;0,13;25;0,4;Sim/B/B01;1,03;0,29;3;1;Sim/C/C03 Sim/A/A04 Sim/C/C02 ;0,23 (0,34 | 2 | 0) 0,05 (0,21 | 5 | 0) -0,08 (0,26 | 5 | 0,4) 
