ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000000;-3,22;0,22;34;0,38;Sim/A/A01;-3,31;0,27;10;0,7;Sim/A/A01 Sim/A/A02 Sim/A/A06 Sim/B/B01 Sim/B/B02 ;-3,31 (0,27 | 10 | 0,7) -3,27 (0,53 | 7 | 0) -3,23 (1,96 | 5 | 0) -3,22 (3,16 | 5 | 0) -3,22 (846,67 | 1 | 0) 
P000001;4,6;0,12;62;0,87;Sim/C/C04;4,29;0,25;10;0,7
P000001;4,6;0,12;62;0,87;Sim/C/C08;4,43;0,22;5;0,4
P000001;4,6;0,12;62;0,87;Sim/C/C10;4,63;0,43;10;1;Sim/B/B03 Sim/C/C04 Sim/C/C08 ;2,26 (0,85 | 6 | 0,83) 4,29 (0,25 | 10 | 0,7) 4,43 (0,22 | 5 | 0,4) 
P000002;1,56;0,16;48;0,71;Sim/B/B01;1,4;0,3;10;0,7
P000002;1,56;0,16;48;0,71;Sim/B/B02;1,32;0,43;10;0,5
P000002;1,56;0,16;48;0,71;Sim/B/B03;1,82;0,36;10;0,8
P000002;1,56;0,16;48;0,71;Sim/C/C03;1,44;0,35;10;0,9;Sim/B/B01 Sim/B/B02 Sim/C/C03 Sim/C/C04 Sim/C/C07 ;1,4 (0,3 | 10 | 0,7) 1,32 (0,43 | 10 | 0,5) 1,44 (0,35 | 10 | 0,9) 1,52 (1,75 | 2 | 0) 1,53 (2,01 | 1 | 0) 
P000003;0,98;0,11;50;0,76;Sim/A/A02;0,83;0,39;10;0,9
P000003;0,98;0,11;50;0,76;Sim/B/B01;1,89;0,46;10;0,8
P000003;0,98;0,11;50;0,76;Sim/B/B03;0,6;0,24;5;0,2
P000003;0,98;0,11;50;0,76;Sim/C/C02;1,38;0,45;10;0,9
P000003;0,98;0,11;50;0,76;Sim/C/C03;0,99;0,25;6;0,67;Sim/A/A02 Sim/B/B02 Sim/B/B03 ;0,83 (0,39 | 10 | 0,9) 0,51 (0,25 | 4 | 0,5) 0,6 (0,24 | 5 | 0,2) 
P000004;4,29;0,1;68;0,72;Sim/C/C04;4,79;0,33;10;1
P000004;4,29;0,1;68;0,72;Sim/C/C05;3;0,23;6;0,17
P000004;4,29;0,1;68;0,72;Sim/C/C08;5,1;0,22;8;1
P000004;4,29;0,1;68;0,72;Sim/C/C09;3,93;0,26;10;0,2
P000004;4,29;0,1;68;0,72;Sim/C/C10;4,26;0,28;10;0,8;Sim/B/B03 Sim/C/C05 Sim/C/C06 Sim/C/C09 Sim/C/C10 ;2,55 (1,2 | 5 | 0,8) 3 (0,23 | 6 | 0,17) 3,71 (0,24 | 3 | 0,33) 3,93 (0,26 | 10 | 0,2) 4,26 (0,28 | 10 | 0,8) 
P000005;-2,55;0,16;37;0,3;Sim/A/A02;-3,24;0,48;10;0,1
P000005;-2,55;0,16;37;0,3;Sim/A/A05;-2,22;0,24;5;0,6
P000005;-2,55;0,16;37;0,3;Sim/B/B01;-1,79;0,46;10;0,1;Sim/A/A02 Sim/A/A06 Sim/B/B02 ;-3,24 (0,48 | 10 | 0,1) -2,6 (1,3 | 5 | 0) -2,55 (115,41 | 1 | 0) 
P000006;-0,99;0,09;54;0,37;Sim/A/A02;-1,54;0,24;6;0,5
P000006;-0,99;0,09;54;0,37;Sim/A/A04;-0,71;0,24;6;0,67
P000006;-0,99;0,09;54;0,37;Sim/A/A06;-0,8;0,18;5;0,6
P000006;-0,99;0,09;54;0,37;Sim/B/B01;-0,73;0,26;10;0,5
P000006;-0,99;0,09;54;0,37;Sim/C/C01;-1,17;0,22;9;0,22
P000006;-0,99;0,09;54;0,37;Sim/C/C02;-0,77;0,24;5;0,4;Sim/A/A02 Sim/A/A07 Sim/B/B02 Sim/C/C01 ;-1,54 (0,24 | 6 | 0,5) -1,82 (1,04 | 7 | 0,14) -0,99 (0,64 | 6 | 0) -1,17 (0,22 | 9 | 0,22) 
P000007;-4,1;0,14;27;0,22;Sim/A/A01;-4,08;0,22;6;0,5
P000007;-4,1;0,14;27;0,22;Sim/A/A03;-4,1;0,19;5;0,6;Sim/A/A02 Sim/A/A03 Sim/A/A06 Sim/B/B01 Sim/B/B02 ;-4,1 (2,36 | 5 | 0) -4,1 (0,19 | 5 | 0,6) -4,1 (3,07 | 5 | 0) -4,1 (4,72 | 5 | 0) -4,1 (11584,04 | 1 | 0) 
P000008;0,27;0,09;72;0,67;Sim/A/A02;0,24;0,34;10;0,8
P000008;0,27;0,09;72;0,67;Sim/A/A07;0,24;0,37;10;0,8
P000008;0,27;0,09;72;0,67;Sim/B/B01;-0,04;0,24;5;0,6
P000008;0,27;0,09;72;0,67;Sim/B/B02;0,56;0,23;6;0,67
P000008;0,27;0,09;72;0,67;Sim/B/B03;0,53;0,24;5;0,2
P000008;0,27;0,09;72;0,67;Sim/C/C01;0,61;0,46;10;0,9
P000008;0,27;0,09;72;0,67;Sim/C/C02;0,28;0,28;10;0,5;Sim/A/A02 Sim/A/A04 Sim/A/A06 Sim/A/A07 Sim/B/B01 ;0,24 (0,34 | 10 | 0,8) -0,13 (0,24 | 3 | 0,33) 0,08 (0,54 | 9 | 0,89) 0,24 (0,37 | 10 | 0,8) -0,04 (0,24 | 5 | 0,6) 
