ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000000;-3,29;0,19;38;0,39;;;;;;Sim/A/A06 Sim/B/B01 Sim/A/A02 Sim/A/A01 Sim/A/A05 ;-3,29 (1,8 | 5 | 0) -3,29 (2,88 | 5 | 0) -3,3 (0,61 | 5 | 0) -3,31 (0,27 | 10 | 0,7) -3,92 (1,05 | 6 | 0,17) 
P000001;4,55;0,11;51;0,8;Sim/C/C09;4,68;0,2;5;0,6;Sim/C/C08 Sim/C/C04 Sim/B/B03 ;4,43 (0,22 | 5 | 0,4) 4,29 (0,25 | 10 | 0,7) 2,26 (0,85 | 6 | 0,83) 
P000002;1,56;0,16;49;0,69;Sim/B/B03;1,82;0,36;10;0,8;Sim/C/C07 Sim/C/C04 Sim/C/C03 Sim/B/B01 Sim/B/B02 ;1,56 (1,95 | 1 | 0) 1,55 (1,71 | 2 | 0) 1,44 (0,35 | 10 | 0,9) 1,4 (0,3 | 10 | 0,7) 1,32 (0,43 | 10 | 0,5) 
P000003;0,98;0,11;51;0,75;Sim/B/B01;1,89;0,46;10;0,8;Sim/A/A02 Sim/B/B03 Sim/B/B02 ;0,83 (0,39 | 10 | 0,9) 0,6 (0,24 | 5 | 0,2) 0,51 (0,25 | 5 | 0,4) 
P000004;4,28;0,1;71;0,72;Sim/C/C08;5,52;0,49;10;0,9;Sim/C/C09 Sim/C/C10 Sim/C/C06 Sim/C/C05 Sim/B/B03 ;3,93 (0,26 | 10 | 0,2) 3,8 (0,21 | 6 | 0,67) 3,6 (0,23 | 4 | 0,25) 3 (0,23 | 5 | 0,2) 2,15 (0,93 | 5 | 0,8) 
P000005;-2,6;0,16;35;0,14;Sim/B/B01;-1,79;0,46;10;0,1;Sim/B/B02 Sim/A/A06 Sim/A/A02 ;-2,6 (3,5 | 5 | 0) -2,65 (1,21 | 5 | 0) -3,24 (0,48 | 10 | 0,1) 
P000006;-1;0,09;59;0,34;Sim/A/A04;-0,71;0,24;6;0,67;Sim/B/B02 Sim/C/C03 Sim/C/C01 Sim/A/A02 Sim/A/A07 ;-1,01 (0,65 | 6 | 0) -1,03 (0,53 | 6 | 0,17) -1,17 (0,22 | 9 | 0,22) -1,54 (0,24 | 6 | 0,5) -1,66 (0,87 | 7 | 0,14) 
P000007;-4,1;0,14;28;0,21;Sim/A/A01;-4,08;0,22;6;0,5;Sim/A/A05 Sim/B/B03 Sim/A/A02 Sim/A/A03 Sim/A/A06 Sim/B/B01 ;-4,1 (3,93 | 1 | 0) -4,1 (8,21 | 1 | 0) -4,1 (2,37 | 5 | 0) -4,1 (0,19 | 5 | 0,6) -4,11 (2,77 | 5 | 0) -5 (5,84 | 5 | 0) 
P000008;0,29;0,1;70;0,69;Sim/C/C01;0,61;0,46;10;0,9;Sim/C/C02 Sim/A/A07 Sim/A/A02 Sim/A/A06 Sim/B/B01 Sim/A/A04 ;0,28 (0,28 | 10 | 0,5) 0,24 (0,37 | 10 | 0,8) 0,24 (0,34 | 10 | 0,8) 0,08 (0,54 | 9 | 0,89) -0,04 (0,24 | 5 | 0,6) -0,13 (0,24 | 3 | 0,33) 
P000009;-1,47;0,12;59;0,36;Sim/A/A04;-0,97;0,19;5;0,6;Sim/C/C01 Sim/B/B01 Sim/A/A05 Sim/A/A02 ;-1,59 (0,37 | 10 | 0,1) -1,79 (0,46 | 10 | 0) -1,81 (0,28 | 10 | 0,8) -1,98 (0,22 | 6 | 0,5) 
P000010;-4,31;0,16;25;0,12;Sim/A/A01;-4,27;0,23;5;0,4;Sim/A/A05 Sim/B/B03 Sim/A/A02 Sim/A/A06 Sim/A/A03 Sim/B/B01 ;-4,31 (6,33 | 1 | 0) -4,31 (8,44 | 1 | 0) -4,31 (3,04 | 5 | 0) -4,32 (2,99 | 5 | 0) -4,34 (0,24 | 3 | 0,33) -5,23 (6,24 | 5 | 0) 
P000011;-4,3;0,15;27;0,19;Sim/A/A01;-4,08;0,22;6;0,5;Sim/A/A05 Sim/B/B03 Sim/A/A02 Sim/A/A03 Sim/B/B01 ;-4,3 (6,11 | 1 | 0) -4,3 (8,42 | 1 | 0) -4,3 (2,98 | 5 | 0) -4,52 (0,25 | 4 | 0,25) -5,21 (6,21 | 5 | 0) 
P000012;-5,49;0,94;22;0;;;;;;Sim/A/A02 Sim/A/A01 Sim/A/A06 Sim/B/B01 Sim/B/B03 ;-5,64 (8,39 | 5 | 0) -5,82 (1,6 | 5 | 0) -5,95 (5,09 | 5 | 0) -6,53 (8,61 | 5 | 0) -6,81 (12,27 | 1 | 0) 
P000013;-5,85;1,52;22;0,05;;;;;;Sim/A/A05 Sim/A/A02 Sim/B/B01 Sim/A/A01 Sim/A/A06 ;-5,85 (214,79 | 1 | 0) -5,87 (9,75 | 5 | 0) -5,94 (8,12 | 5 | 0) -6,14 (2,35 | 5 | 0) -6,63 (5,99 | 5 | 0) 
P000014;-3,83;0,15;31;0,32;Sim/A/A03;-3,81;0,22;7;0,57;Sim/A/A01 Sim/A/A05 Sim/A/A02 Sim/A/A06 ;-3,84 (0,2 | 8 | 0,63) -3,84 (2,16 | 1 | 0) -3,84 (1,62 | 5 | 0) -3,84 (2,44 | 5 | 0) 
P000015;-1,49;0,13;60;0,22;Sim/C/C01;-1,08;0,23;6;0,5;Sim/B/B02 Sim/C/C02 Sim/C/C03 Sim/A/A02 Sim/A/A06 ;-1,54 (1,61 | 5 | 0) -1,76 (0,94 | 6 | 0,17) -1,89 (1,27 | 5 | 0,2) -1,99 (0,23 | 6 | 0,33) -2,75 (1,3 | 9 | 0,11) 
P000016;-5,07;0,47;27;0,11;;;;;;Sim/A/A05 Sim/A/A02 Sim/A/A01 ;-5,07 (35,4 | 1 | 0) -5,07 (5,71 | 5 | 0) -5,18 (0,58 | 5 | 0,2) 
P000017;-3,27;0,22;29;0,21;;;;;;Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,29 (1,8 | 5 | 0) -3,31 (0,62 | 5 | 0) -3,59 (0,57 | 8 | 0) 
P000018;-0,29;0,08;68;0,44;Sim/A/A02;-0,09;0,3;10;0,7;Sim/C/C01 Sim/C/C03 Sim/A/A07 Sim/B/B03 Sim/C/C02 Sim/B/B02 ;-0,3 (0,22 | 4 | 0,5) -0,33 (0,32 | 10 | 0,4) -0,38 (0,2 | 6 | 0,5) -0,41 (0,9 | 5 | 0) -0,46 (0,24 | 4 | 0,5) -0,55 (0,25 | 10 | 0,1) 
P000019;1,2;0,15;31;0,58;Sim/B/B03;1,4;0,24;7;0,57;Sim/B/B04 Sim/B/B02 Sim/C/C03 Sim/C/C07 ;1,2 (18,83 | 1 | 0) 0,82 (0,27 | 10 | 0,5) 0,74 (0,21 | 5 | 0,6) 0,74 (4,7 | 1 | 0) 
P000020;0,07;0,09;76;0,55;Sim/A/A04;0,24;0,21;10;0,6;Sim/B/B03 Sim/C/C01 Sim/B/B01 Sim/C/C03 ;0,06 (0,39 | 10 | 0,1) -0,08 (0,22 | 8 | 0,63) -0,26 (0,25 | 5 | 0,6) -0,35 (0,32 | 10 | 0,3) 
P000021;-5,51;0,98;22;0,05;;;;;;Sim/A/A05 Sim/A/A02 Sim/B/B03 Sim/A/A01 Sim/B/B01 ;-5,51 (97,84 | 1 | 0) -5,52 (7,75 | 5 | 0) -5,54 (10,06 | 1 | 0) -5,74 (1,44 | 5 | 0) -6,56 (8,67 | 5 | 0) 
P000022;-4,52;0,17;25;0,12;;;;;;Sim/B/B01 Sim/A/A05 Sim/A/A02 Sim/A/A06 Sim/A/A01 ;-4,52 (6,37 | 5 | 0) -4,52 (10,28 | 1 | 0) -4,53 (3,74 | 5 | 0) -4,53 (3,52 | 5 | 0) -4,66 (0,25 | 5 | 0,2) 
P000023;5,19;0,2;40;0,95;Sim/C/C09;5,26;0,37;10;1;Sim/C/C08 ;4,97 (0,2 | 5 | 0,6) 
P000024;0,73;0,1;58;0,62;Sim/B/B03;1,3;0,22;5;0,6;Sim/B/B04 Sim/B/B02 Sim/B/B01 Sim/A/A04 Sim/A/A02 Sim/C/C02 ;0,73 (75,61 | 1 | 0) 0,57 (0,23 | 6 | 0,5) 0,57 (0,3 | 10 | 0,5) 0,55 (0,32 | 10 | 0,8) 0,24 (0,34 | 10 | 0,8) 0,19 (0,26 | 10 | 0,5) 
P000025;5,33;0,24;43;0,91;;;;;;Sim/C/C09 ;5,02 (0,26 | 10 | 0,7) 
P000026;-1,82;0,14;50;0,26;Sim/C/C01;-1,54;0,34;10;0,2;Sim/C/C02 Sim/A/A02 Sim/A/A06 Sim/A/A04 Sim/B/B01 ;-1,83 (1,68 | 1 | 0) -1,83 (0,23 | 4 | 0,5) -1,86 (0,54 | 9 | 0) -2,06 (0,59 | 7 | 0,14) -2,1 (0,67 | 10 | 0) 
P000027;1,86;0,2;36;0,69;Sim/B/B03;2,05;0,49;10;0,8;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B02 ;1,86 (2,05 | 1 | 0) 1,85 (1,7 | 1 | 0) 1,85 (1,47 | 1 | 0) 1,84 (2,84 | 1 | 0) 1,22 (0,4 | 10 | 0,5) 
P000028;0,84;0,1;61;0,7;Sim/B/B02;1,29;0,42;10;0,5;Sim/A/A02 Sim/B/B01 Sim/C/C03 ;0,83 (0,39 | 10 | 0,9) 0,43 (0,3 | 10 | 0,5) 0,42 (0,21 | 5 | 0,4) 
P000029;2,19;0,21;37;0,62;Sim/B/B02;2,42;0,33;10;0,6;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B01 Sim/B/B04 ;2,19 (5,01 | 1 | 0) 2,18 (1,13 | 1 | 0) 2,17 (1,13 | 1 | 0) 1,8 (0,43 | 10 | 0,9) 1,76 (0,86 | 7 | 0,14) 
P000030;-2,69;0,15;30;0,33;Sim/A/A02;-2,65;0,24;7;0,29;Sim/B/B01 Sim/A/A05 ;-2,69 (1,57 | 5 | 0) -2,77 (0,22 | 4 | 0,5) 
P000031;-3,35;0,21;33;0,21;Sim/A/A01;-3,03;0,35;10;0,7;Sim/A/A06 Sim/B/B01 Sim/A/A02 Sim/A/A05 ;-3,35 (1,88 | 5 | 0) -3,36 (2,99 | 5 | 0) -3,37 (0,7 | 5 | 0) -3,59 (0,57 | 8 | 0) 
P000032;-0,24;0,09;58;0,47;Sim/C/C02;0,32;0,29;10;0,6;Sim/B/B03 Sim/B/B02 Sim/C/C01 Sim/A/A07 Sim/A/A06 Sim/C/C03 ;-0,25 (0,73 | 5 | 0) -0,31 (0,25 | 3 | 0,33) -0,37 (0,22 | 4 | 0,5) -0,37 (0,23 | 4 | 0,5) -0,58 (0,22 | 4 | 0,75) -0,8 (0,39 | 10 | 0,2) 
P000033;-3,25;0,22;32;0,19;;;;;;Sim/A/A06 Sim/B/B01 Sim/A/A02 Sim/A/A05 ;-3,25 (1,75 | 5 | 0) -3,25 (2,82 | 5 | 0) -3,29 (0,55 | 7 | 0) -3,59 (0,57 | 8 | 0) 
P000034;-0,47;0,08;58;0,43;Sim/A/A02;-0,08;0,3;10;0,7;Sim/B/B03 Sim/A/A06 Sim/C/C01 Sim/A/A04 Sim/C/C03 ;-0,47 (0,98 | 5 | 0) -0,49 (0,25 | 4 | 0,75) -0,73 (0,2 | 6 | 0,33) -0,78 (0,22 | 7 | 0,43) -1,03 (0,53 | 6 | 0,17) 
P000035;-5,85;1,52;22;0,05;;;;;;Sim/A/A05 Sim/A/A02 Sim/B/B01 Sim/A/A01 Sim/A/A06 ;-5,85 (214,79 | 1 | 0) -5,87 (9,75 | 5 | 0) -5,94 (8,12 | 5 | 0) -6,14 (2,35 | 5 | 0) -6,63 (5,99 | 5 | 0) 
P000036;2,15;0,18;72;0,4;Sim/C/C07;2,66;0,31;10;0,3;Sim/C/C05 Sim/B/B01 Sim/B/B04 Sim/B/B03 ;2,13 (0,82 | 9 | 0) 1,82 (0,43 | 10 | 0,8) 1,76 (0,86 | 7 | 0,14) 1,52 (0,24 | 9 | 0,67) 
P000037;-3,5;0,2;31;0,23;Sim/A/A01;-3,44;0,23;10;0,5;Sim/A/A06 Sim/A/A02 Sim/A/A05 ;-3,51 (2,07 | 5 | 0) -3,51 (0,92 | 5 | 0) -4,01 (1,07 | 6 | 0,17) 
P000038;0,84;0,1;70;0,71;Sim/C/C03;1,67;0,46;10;0,9;Sim/A/A02 Sim/B/B03 Sim/C/C02 Sim/B/B01 Sim/A/A07 Sim/A/A04 ;0,83 (0,39 | 10 | 0,9) 0,82 (0,21 | 4 | 0,5) 0,69 (0,29 | 10 | 0,7) 0,43 (0,3 | 10 | 0,5) 0,24 (0,37 | 10 | 0,8) 0,18 (0,22 | 6 | 0,67) 
P000039;-2,3;0,16;21;0,29;Sim/A/A02;-1,98;0,22;6;0,5;Sim/B/B01 Sim/A/A05 ;-2,54 (1,33 | 5 | 0) -2,56 (0,2 | 5 | 0,4) 
P000040;4,41;0,1;70;0,8;Sim/C/C04;4,61;0,28;10;0,8;Sim/C/C09 Sim/C/C05 Sim/C/C10 Sim/B/B03 ;4,29 (0,2 | 5 | 0,4) 3,97 (0,24 | 7 | 0,71) 3,95 (0,22 | 6 | 0,67) 2,26 (0,85 | 6 | 0,83) 
P000041;3,13;0,1;58;0,55;Sim/C/C06;3,51;0,2;9;0,33;Sim/C/C10 Sim/B/B04 Sim/C/C04 Sim/B/B03 ;3,05 (0,21 | 5 | 0) 3 (0,22 | 4 | 0,5) 2,78 (0,35 | 10 | 0,4) 2,05 (0,49 | 10 | 0,8) 
P000042;-1,22;0,1;56;0,21;Sim/C/C03;-0,6;0,34;10;0,1;Sim/A/A07 Sim/B/B01 Sim/A/A06 ;-1,67 (1 | 5 | 0,2) -1,79 (0,46 | 10 | 0,1) -1,87 (0,54 | 10 | 0,1) 
P000043;2,07;0,2;50;0,28;;;;;;Sim/B/B04 Sim/C/C05 Sim/C/C07 Sim/C/C04 Sim/B/B03 ;2,02 (0,6 | 8 | 0) 1,83 (1,46 | 5 | 0) 1,78 (1,04 | 5 | 0) 1,75 (0,98 | 5 | 0) 1,41 (0,24 | 6 | 0,5) 
P000044;2,26;0,18;54;0,52;Sim/B/B04;2,6;0,23;6;0,33;Sim/B/B01 Sim/C/C03 Sim/C/C10 Sim/C/C04 Sim/C/C07 ;2,02 (0,55 | 7 | 0,86) 1,53 (0,39 | 10 | 0,9) 1,41 (2,33 | 5 | 0) 1,39 (1,38 | 5 | 0) 1,38 (1,41 | 6 | 0) 
P000045;0,63;0,1;63;0,62;Sim/B/B02;1,32;0,43;10;0,5;Sim/C/C02 Sim/B/B03 Sim/C/C03 Sim/B/B01 ;0,6 (0,29 | 10 | 0,7) 0,52 (0,23 | 6 | 0,33) 0,5 (0,18 | 7 | 0,29) 0,4 (0,3 | 10 | 0,5) 
P000046;-3,41;0,18;44;0,34;Sim/A/A01;-3,27;0,28;10;0,7;Sim/B/B01 Sim/A/A02 Sim/A/A03 Sim/A/A05 ;-3,41 (3,08 | 5 | 0) -3,41 (0,76 | 5 | 0) -3,42 (0,33 | 10 | 0,7) -3,59 (0,57 | 8 | 0) 
P000047;-1,05;0,09;52;0,31;Sim/A/A06;-0,8;0,18;5;0,6;Sim/C/C02 Sim/A/A02 Sim/A/A04 ;-1,08 (0,35 | 7 | 0) -1,39 (0,23 | 7 | 0,57) -1,44 (0,25 | 4 | 0,25) 
P000048;-2,72;0,16;24;0,17;;;;;;Sim/B/B01 Sim/A/A06 Sim/A/A02 ;-2,73 (1,62 | 5 | 0) -2,73 (1,27 | 5 | 0) -2,75 (0,25 | 10 | 0,2) 
P000049;1,96;0,21;33;0,7;;;;;;Sim/B/B04 Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B03 Sim/B/B02 ;1,96 (2,05 | 1 | 0) 1,96 (1,76 | 1 | 0) 1,95 (1,49 | 1 | 0) 1,95 (1,35 | 1 | 0) 1,89 (0,4 | 10 | 0,8) 1,83 (0,34 | 10 | 0,6) 
P000050;1,52;0,17;37;0,62;Sim/C/C03;1,58;0,42;8;1;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B02 Sim/B/B04 Sim/B/B01 Sim/B/B03 ;1,51 (3,51 | 1 | 0) 1,51 (2,74 | 1 | 0) 1,51 (2,04 | 1 | 0) 1,51 (0,43 | 10 | 0,5) 1,44 (9,41 | 1 | 0) 1,43 (0,31 | 10 | 0,7) 1,41 (0,25 | 5 | 0,6) 
P000051;4,92;0,18;31;0,94;;;;;;Sim/C/C09 ;4,71 (0,25 | 3 | 0,67) 
P000052;3,6;0,09;59;0,47;Sim/C/C09;4,12;0,24;6;0,33;Sim/C/C07 Sim/C/C06 Sim/C/C10 Sim/B/B04 Sim/C/C08 Sim/B/B01 ;3,6 (0,21 | 4 | 0,5) 3,59 (0,23 | 4 | 0) 3,49 (0,19 | 4 | 0,5) 3,4 (0,24 | 5 | 0,6) 3,22 (0,64 | 10 | 0) 2,3 (0,74 | 5 | 0,8) 
P000053;0,13;0,09;73;0,55;Sim/B/B01;0,56;0,3;10;0,6;Sim/B/B03 Sim/B/B02 Sim/A/A02 Sim/C/C03 ;0,13 (0,35 | 10 | 0) 0,12 (0,25 | 4 | 0,5) -0,07 (0,31 | 10 | 0,7) -1,02 (0,53 | 7 | 0,14) 
P000054;3,64;0,09;72;0,46;Sim/C/C10;4,1;0,24;9;0,67;Sim/C/C08 Sim/B/B04 Sim/C/C07 ;3,22 (0,64 | 10 | 0) 3,2 (0,25 | 4 | 0,5) 2,85 (0,27 | 10 | 0,1) 
P000055;2,06;0,21;32;0,56;;;;;;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B02 Sim/B/B04 ;2,06 (7,42 | 1 | 0) 2,05 (1,32 | 1 | 0) 2,04 (1,25 | 1 | 0) 2,02 (0,3 | 10 | 0,5) 2,02 (0,65 | 5 | 0) 
P000056;0,9;0,11;58;0,67;Sim/C/C02;1,4;0,46;10;1;Sim/B/B04 Sim/A/A02 Sim/B/B01 Sim/C/C03 ;0,9 (45,23 | 1 | 0) 0,83 (0,39 | 10 | 0,9) 0,62 (0,3 | 10 | 0,5) 0,31 (0,23 | 7 | 0,29) 
P000057;0,85;0,1;61;0,67;Sim/B/B02;1,32;0,43;10;0,5;Sim/A/A02 Sim/B/B01 Sim/B/B03 ;0,83 (0,39 | 10 | 0,9) 0,7 (0,28 | 10 | 0,5) 0,56 (0,22 | 6 | 0,33) 
P000058;1,7;0,19;43;0,74;Sim/B/B03;1,8;0,35;10;1;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B02 Sim/B/B01 ;1,7 (2,62 | 1 | 0) 1,7 (2,12 | 1 | 0) 1,69 (1,71 | 1 | 0) 1,65 (5,08 | 1 | 0) 1,37 (0,44 | 10 | 0,6) 1,26 (0,26 | 10 | 0,7) 
P000059;0,95;0,11;51;0,76;Sim/B/B01;1,8;0,43;10;0,9;Sim/B/B03 Sim/A/A02 Sim/B/B02 ;0,9 (0,23 | 4 | 0,5) 0,83 (0,39 | 10 | 0,9) 0,24 (0,23 | 6 | 0,33) 
P000060;-1,73;0,13;68;0,21;Sim/C/C01;-1,15;0,23;7;0,43;Sim/B/B02 Sim/C/C03 Sim/C/C02 Sim/B/B01 Sim/A/A07 Sim/A/A05 Sim/A/A04 Sim/A/A06 ;-1,73 (10,06 | 1 | 0) -1,74 (1,15 | 5 | 0) -1,74 (0,91 | 6 | 0) -1,76 (0,45 | 10 | 0) -1,79 (0,94 | 5 | 0) -1,8 (0,28 | 10 | 0,7) -1,83 (0,36 | 10 | 0) -1,94 (0,63 | 8 | 0,13) 
P000061;0,5;0,1;54;0,57;Sim/A/A02;0,83;0,39;10;0,9;Sim/B/B01 Sim/C/C02 Sim/B/B02 Sim/A/A04 ;0,43 (0,3 | 10 | 0,5) 0,39 (0,29 | 10 | 0,6) 0,29 (0,22 | 5 | 0,4) 0,26 (0,23 | 8 | 0,5) 
P000062;-1,19;0,1;48;0,23;Sim/A/A02;-0,78;0,24;7;0,57;Sim/C/C02 Sim/A/A07 Sim/C/C01 ;-1,21 (0,42 | 7 | 0) -1,67 (1 | 5 | 0,2) -2,14 (0,72 | 7 | 0,14) 
P000063;2,59;0,14;59;0,37;Sim/C/C10;3,07;0,19;6;0,33;Sim/C/C07 Sim/B/B02 Sim/C/C04 ;2,53 (0,36 | 10 | 0) 1,96 (0,31 | 10 | 0,5) 1,38 (1,1 | 8 | 0,13) 
P000064;-2,29;0,17;26;0,23;Sim/A/A05;-2,12;0,24;5;0,6;Sim/B/B01 Sim/A/A02 ;-2,3 (0,98 | 5 | 0) -2,49 (0,24 | 6 | 0,33) 
P000065;3,73;0,09;71;0,55;Sim/C/C04;4,33;0,25;10;0,7;Sim/C/C09 Sim/C/C07 Sim/C/C06 Sim/C/C10 Sim/B/B02 Sim/C/C08 Sim/B/B03 ;3,71 (0,35 | 10 | 0,2) 3,6 (0,21 | 4 | 0,5) 3,58 (0,23 | 4 | 0,25) 3,49 (0,19 | 4 | 0,5) 3,26 (0,79 | 5 | 0,8) 3,22 (0,64 | 10 | 0) 2,13 (0,64 | 7 | 0,86) 
P000066;1,76;0,21;31;0,58;Sim/B/B02;1,96;0,3;10;0,6;Sim/C/C10 Sim/C/C04 Sim/C/C07 Sim/B/B04 Sim/B/B03 ;1,76 (2,4 | 1 | 0) 1,75 (1,95 | 1 | 0) 1,75 (1,61 | 1 | 0) 1,72 (1,64 | 2 | 0) 1,41 (0,24 | 6 | 0,5) 
P000067;6,39;1;35;0,97;;;;;;Sim/B/B02 ;3,3 (0,83 | 5 | 0,8) 
P000068;0,07;0,09;74;0,47;Sim/B/B03;0,6;0,24;5;0,2;Sim/C/C02 Sim/A/A07 Sim/C/C03 Sim/A/A02 ;-0,01 (0,23 | 10 | 0,4) -0,08 (0,24 | 10 | 0,6) -0,4 (0,33 | 10 | 0,2) -0,66 (0,24 | 9 | 0,44) 
P000069;-1,31;0,11;51;0,25;Sim/B/B01;-1,07;0,29;10;0,4;Sim/B/B02 Sim/C/C03 Sim/A/A07 Sim/C/C02 Sim/A/A04 ;-1,31 (2,97 | 1 | 0) -1,33 (0,79 | 5 | 0) -1,7 (0,99 | 6 | 0,17) -1,76 (0,94 | 6 | 0,17) -2,01 (0,54 | 7 | 0) 
P000070;-2,49;0,15;22;0,27;Sim/A/A02;-2,47;0,24;6;0,33;Sim/A/A05 Sim/B/B01 ;-2,5 (0,19 | 6 | 0,5) -2,74 (1,65 | 5 | 0) 
P000071;2,88;0,12;46;0,46;;;;;;Sim/C/C06 Sim/B/B04 Sim/C/C10 Sim/C/C04 ;2,86 (0,76 | 5 | 0) 2,77 (0,23 | 4 | 0,25) 2,59 (0,4 | 10 | 0,2) 2,05 (0,73 | 5 | 0,2) 
P000072;-3,02;0,17;36;0,28;Sim/A/A02;-2,49;0,24;6;0,33;Sim/B/B01 Sim/A/A01 Sim/A/A05 ;-3,02 (2,37 | 5 | 0) -3,31 (0,27 | 10 | 0,5) -3,4 (0,41 | 10 | 0,2) 
P000073;-1,14;0,09;50;0,28;Sim/A/A02;-0,82;0,23;10;0,5;Sim/B/B01 Sim/B/B02 Sim/C/C02 Sim/C/C01 Sim/A/A07 ;-1,43 (0,33 | 10 | 0,2) -1,43 (4,2 | 1 | 0) -1,44 (0,6 | 6 | 0,17) -1,48 (0,32 | 10 | 0,2) -1,87 (1,3 | 5 | 0,2) 
P000074;-2,23;0,15;32;0,22;Sim/B/B01;-1,59;0,37;10;0,1;Sim/A/A06 Sim/A/A05 ;-2,25 (0,96 | 5 | 0) -2,32 (0,21 | 5 | 0,6) 
P000075;-3,02;0,17;36;0,28;Sim/A/A01;-2,79;0,43;10;0,7;Sim/B/B01 Sim/A/A02 ;-3,02 (2,38 | 5 | 0) -3,1 (0,39 | 10 | 0) 
P000076;-0,96;0,09;57;0,35;Sim/B/B01;-0,45;0,25;8;0,5;Sim/B/B02 Sim/C/C03 Sim/A/A06 Sim/A/A04 Sim/C/C02 Sim/A/A07 ;-0,96 (0,62 | 5 | 0) -1,03 (0,53 | 6 | 0,17) -1,17 (0,24 | 4 | 0,25) -1,17 (0,22 | 3 | 0,33) -1,27 (0,42 | 10 | 0,3) -1,87 (1,3 | 5 | 0,2) 
P000077;2,88;0,1;62;0,39;Sim/B/B04;3,17;0,19;7;0,57;Sim/C/C04 Sim/C/C05 Sim/C/C06 Sim/C/C10 Sim/C/C07 ;2,86 (0,33 | 10 | 0,3) 2,73 (0,28 | 10 | 0,1) 2,62 (1,14 | 5 | 0) 2,46 (0,51 | 10 | 0,1) 2,1 (0,83 | 5 | 0,2) 
P000078;-5,66;1,2;21;0,05;;;;;;Sim/A/A05 Sim/A/A02 Sim/A/A01 Sim/A/A06 ;-5,66 (136,93 | 1 | 0) -5,67 (8,55 | 5 | 0) -5,91 (1,81 | 5 | 0) -6,27 (5,49 | 5 | 0) 
P000079;2,69;0,13;59;0,41;Sim/C/C05;3,1;0,21;5;0,4;Sim/C/C07 Sim/B/B02 Sim/B/B03 Sim/C/C04 ;2,47 (0,39 | 10 | 0,1) 2,47 (0,33 | 10 | 0,7) 2,31 (0,93 | 5 | 0,8) 0,2 (2,11 | 9 | 0,11) 
P000080;0,58;0,1;61;0,67;Sim/C/C02;1,34;0,43;10;0,9;Sim/B/B02 Sim/C/C03 Sim/C/C01 Sim/B/B01 ;0,49 (0,23 | 6 | 0,5) 0,4 (0,21 | 5 | 0,4) 0,32 (0,32 | 10 | 0,8) 0,31 (0,28 | 10 | 0,5) 
P000081;0,62;0,1;65;0,63;Sim/B/B02;1,18;0,39;10;0,5;Sim/C/C03 Sim/A/A02 ;0,26 (0,22 | 8 | 0,5) -0,1 (0,3 | 10 | 0,7) 
P000082;3,46;0,1;69;0,52;Sim/C/C07;4,19;0,27;10;0,9;Sim/C/C05 Sim/C/C09 Sim/B/B02 Sim/C/C04 Sim/C/C10 Sim/B/B04 ;3,43 (0,24 | 4 | 0,5) 3,28 (0,68 | 8 | 0,13) 3,26 (0,79 | 5 | 0,8) 3,14 (0,28 | 10 | 0,4) 3,08 (0,23 | 3 | 0,33) 2,85 (0,21 | 5 | 0,4) 
P000083;-1,51;0,13;53;0,17;Sim/A/A02;-1,11;0,22;6;0,33;Sim/B/B02 Sim/A/A07 Sim/C/C01 Sim/A/A06 Sim/A/A04 ;-1,51 (5,27 | 1 | 0) -1,52 (0,67 | 5 | 0) -1,76 (0,45 | 10 | 0,1) -1,93 (0,65 | 8 | 0,13) -2,01 (0,54 | 7 | 0,14) 
P000084;-3,01;0,17;41;0,29;Sim/A/A02;-2,87;0,28;10;0,1;Sim/B/B02 Sim/A/A06 Sim/A/A05 ;-3,02 (5,17 | 1 | 0) -3,03 (1,52 | 5 | 0) -3,12 (0,27 | 10 | 0,2) 
P000085;-2,53;0,15;22;0,23;Sim/A/A02;-2,47;0,24;6;0,33;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-2,53 (0,19 | 6 | 0,5) -2,54 (1,13 | 5 | 0) -2,78 (1,74 | 5 | 0) 
P000086;0,84;0,09;65;0,63;Sim/C/C03;1,05;0,23;10;0,7;Sim/C/C07 Sim/B/B02 Sim/B/B01 Sim/B/B03 ;0,84 (4,22 | 1 | 0) 0,82 (0,27 | 10 | 0,5) 0,79 (0,26 | 10 | 0,5) 0,19 (0,32 | 10 | 0,1) 
