ID;PP global;SE global;N global;f global;Scala Diagnose;PP Diagnose;SE Diagnose;N Diagnose;f Diagnose;alle Skalen;alle PP
P000032;-0,23;0,09;56;0,5;Sim/C/C03;-0,8;0,39;10;0,2;Sim/C/C03 Sim/A/A06 Sim/B/B02 Sim/A/A07 Sim/C/C01 ;-0,8 (0,39 | 10 | 0,2) -0,58 (0,22 | 4 | 0,75) -0,37 (0,23 | 5 | 0,2) -0,37 (0,23 | 4 | 0,5) -0,3 (0,22 | 4 | 0,5) 
P000033;-3,04;0,17;43;0,37;Sim/A/A05;-3,17;0,28;10;0;Sim/A/A05 Sim/A/A06 Sim/B/B01 Sim/B/B02 ;-3,17 (0,28 | 10 | 0) -3,04 (2,91 | 3 | 0) -3,04 (10,76 | 3 | 0) -3,04 (494,98 | 1 | 0) 
P000034;-0,42;0,08;53;0,49;Sim/C/C01;-0,77;0,21;5;0,4;Sim/C/C03 Sim/C/C01 Sim/A/A06 ;-1,08 (0,56 | 6 | 0,17) -0,77 (0,21 | 5 | 0,4) -0,49 (0,25 | 4 | 0,75) 
P000035;-5,25;0,68;15;0;;;;;;;
P000036;2,43;0,18;40;0,53;;;;;;Sim/B/B04 Sim/C/C04 ;1,78 (0,88 | 6 | 0,17) 2,28 (0,58 | 5 | 0,2) 
P000037;-3,41;0,18;36;0,42;;;;;;Sim/A/A05 Sim/A/A02 Sim/A/A06 Sim/B/B01 Sim/B/B02 ;-3,91 (1,06 | 5 | 0,2) -3,42 (0,84 | 4 | 0) -3,41 (3,57 | 3 | 0) -3,41 (22,67 | 3 | 0) -3,41 (1479,83 | 1 | 0) 
P000038;0,82;0,1;70;0,71;Sim/A/A04;0,08;0,22;4;0,5;Sim/A/A04 Sim/A/A07 Sim/B/B01 Sim/C/C02 Sim/B/B03 ;0,08 (0,22 | 4 | 0,5) 0,24 (0,38 | 10 | 0,8) 0,44 (0,3 | 10 | 0,5) 0,69 (0,29 | 10 | 0,7) 0,73 (0,24 | 3 | 0,33) 
P000039;-2,29;0,15;18;0,33;Sim/A/A05;-2,49;0,19;6;0,5;Sim/A/A05 Sim/B/B01 Sim/A/A06 ;-2,49 (0,19 | 6 | 0,5) -2,3 (1,16 | 3 | 0) -2,29 (1,28 | 3 | 0) 
P000040;4,94;0,59;10;0,9;;;;;;Sim/C/C09 ;4,38 (0,38 | 1 | 0) 
P000041;3;0,22;10;0,8;Sim/B/B04;3;0,22;4;0,5;Sim/B/B04 ;3 (0,22 | 4 | 0,5) 
P000042;-1,23;0,1;51;0,31;Sim/B/B01;-1,79;0,46;10;0,1;Sim/A/A06 Sim/B/B02 Sim/B/B01 Sim/A/A07 ;-1,85 (0,54 | 10 | 0,1) -1,79 (12,26 | 1 | 0) -1,79 (0,46 | 10 | 0,1) -1,67 (1 | 5 | 0,2) 
P000043;2,08;0,23;22;0,5;Sim/B/B03;1,41;0,24;6;0,5;Sim/B/B03 Sim/B/B04 Sim/C/C07 Sim/C/C04 ;1,41 (0,24 | 6 | 0,5) 1,9 (0,79 | 5 | 0) 2,06 (1,23 | 1 | 0) 2,07 (1,29 | 1 | 0) 
P000044;2,41;0,18;37;0,49;;;;;;Sim/C/C04 Sim/C/C07 ;2,35 (0,55 | 5 | 0) 2,36 (0,57 | 5 | 0) 
P000045;0,54;0,1;67;0,6;Sim/C/C01;-0,2;0,22;4;0,5;Sim/C/C01 Sim/B/B01 Sim/C/C03 Sim/B/B03 ;-0,2 (0,22 | 4 | 0,5) 0,29 (0,28 | 10 | 0,5) 0,5 (0,18 | 7 | 0,29) 0,52 (0,23 | 6 | 0,33) 
P000046;-3,38;0,2;31;0,45;Sim/A/A03;-3,44;0,33;10;0,7;Sim/A/A03 Sim/A/A02 Sim/A/A06 Sim/B/B01 Sim/B/B02 ;-3,44 (0,33 | 10 | 0,7) -3,4 (0,81 | 4 | 0) -3,39 (3,53 | 3 | 0) -3,38 (21,64 | 3 | 0) -3,38 (1381,5 | 1 | 0) 
P000047;-1,03;0,09;43;0,44;Sim/A/A04;-1,44;0,25;4;0,25;Sim/A/A04 Sim/A/A02 Sim/C/C02 ;-1,44 (0,25 | 4 | 0,25) -1,41 (0,23 | 7 | 0,57) -1,06 (0,35 | 5 | 0) 
P000048;-2,69;0,15;27;0,33;Sim/A/A02;-2,75;0,25;10;0,2;Sim/A/A02 Sim/A/A06 Sim/B/B01 Sim/B/B02 ;-2,75 (0,25 | 10 | 0,2) -2,69 (2,12 | 3 | 0) -2,69 (5,28 | 3 | 0) -2,69 (173,57 | 1 | 0) 
P000049;2,1;0,22;30;0,5;Sim/B/B02;1,83;0,34;10;0,6;Sim/B/B02 Sim/C/C07 Sim/C/C04 ;1,83 (0,34 | 10 | 0,6) 2,08 (1,21 | 1 | 0) 2,09 (1,26 | 1 | 0) 
P000050;1,53;0,16;48;0,73;Sim/B/B03;1,41;0,25;5;0,6;Sim/A/A04 Sim/B/B03 Sim/B/B01 Sim/B/B02 ;1 (0,63 | 6 | 0,83) 1,41 (0,25 | 5 | 0,6) 1,43 (0,31 | 10 | 0,7) 1,51 (0,43 | 10 | 0,5) 
P000051;4,94;0,59;10;1;;;;;;;
P000052;3,59;0,08;58;0,4;Sim/B/B04;3,4;0,24;5;0,6;Sim/C/C06 Sim/C/C08 Sim/B/B04 Sim/C/C10 ;2,97 (0,51 | 10 | 0,1) 3,22 (0,64 | 10 | 0) 3,4 (0,24 | 5 | 0,6) 3,58 (0,19 | 6 | 0,5) 
P000053;0,13;0,09;76;0,55;Sim/A/A02;-0,07;0,31;10;0,7;Sim/C/C03 Sim/A/A02 Sim/B/B03 Sim/B/B02 ;-1,06 (0,57 | 7 | 0,14) -0,07 (0,31 | 10 | 0,7) 0,09 (0,37 | 10 | 0) 0,12 (0,25 | 4 | 0,5) 
P000054;3,21;0,25;10;0,8;Sim/B/B04;3,2;0,25;4;0,5;Sim/B/B04 ;3,2 (0,25 | 4 | 0,5) 
P000055;2,04;0,22;28;0,57;Sim/B/B02;2,02;0,3;10;0,5;Sim/B/B04 Sim/B/B02 Sim/C/C07 Sim/C/C04 ;2,02 (0,67 | 4 | 0) 2,02 (0,3 | 10 | 0,5) 2,02 (1,27 | 1 | 0) 2,03 (1,35 | 1 | 0) 
P000056;0,93;0,11;57;0,72;Sim/C/C03;0,44;0,19;5;0,4;Sim/C/C03 Sim/B/B01 Sim/A/A02 ;0,44 (0,19 | 5 | 0,4) 0,51 (0,32 | 10 | 0,5) 0,83 (0,39 | 10 | 0,9) 
P000057;0,85;0,1;59;0,66;Sim/B/B03;0,65;0,21;5;0,4;Sim/B/B03 Sim/B/B01 Sim/A/A02 ;0,65 (0,21 | 5 | 0,4) 0,7 (0,28 | 10 | 0,5) 0,83 (0,39 | 10 | 0,9) 
P000058;1,57;0,16;58;0,78;Sim/A/A04;0,46;0,28;10;0,7;Sim/A/A04 Sim/B/B01 Sim/B/B02 Sim/C/C07 Sim/C/C04 ;0,46 (0,28 | 10 | 0,7) 1,26 (0,26 | 10 | 0,7) 1,29 (0,42 | 10 | 0,5) 1,56 (1,94 | 1 | 0) 1,57 (2,55 | 1 | 0) 
P000059;0,92;0,11;49;0,76;Sim/B/B02;0,24;0,23;5;0,4;Sim/B/B02 Sim/A/A02 Sim/C/C03 Sim/B/B03 ;0,24 (0,23 | 5 | 0,4) 0,83 (0,39 | 10 | 0,9) 0,87 (0,23 | 6 | 0,5) 0,9 (0,23 | 4 | 0,5) 
P000060;-1,7;0,13;56;0,27;Sim/A/A04;-1,81;0,35;10;0;Sim/A/A06 Sim/A/A04 Sim/A/A05 Sim/B/B01 Sim/C/C02 Sim/B/B02 ;-1,93 (0,64 | 7 | 0,14) -1,81 (0,35 | 10 | 0) -1,8 (0,28 | 10 | 0,7) -1,74 (0,44 | 10 | 0) -1,71 (0,98 | 5 | 0) -1,7 (9,22 | 1 | 0) 
P000061;0,37;0,09;70;0,57;Sim/C/C01;-0,09;0,23;6;0,5;Sim/C/C01 Sim/A/A07 Sim/B/B01 Sim/A/A04 Sim/B/B02 ;-0,09 (0,23 | 6 | 0,5) 0,08 (0,32 | 10 | 0,7) 0,09 (0,24 | 10 | 0,4) 0,26 (0,23 | 8 | 0,5) 0,29 (0,22 | 5 | 0,4) 
P000062;-1,16;0,1;52;0,31;Sim/A/A06;-1,17;0,24;4;0,25;Sim/C/C02 Sim/C/C01 Sim/A/A07 Sim/A/A06 Sim/B/B02 ;-3,02 (1,97 | 7 | 0) -2,14 (0,72 | 7 | 0,14) -1,67 (1 | 5 | 0,2) -1,17 (0,24 | 4 | 0,25) -1,16 (1,07 | 3 | 0) 
P000063;2,8;0,22;10;0,8;Sim/B/B04;2,8;0,22;4;0,5;Sim/B/B04 ;2,8 (0,22 | 4 | 0,5) 
P000064;-2,27;0,17;27;0,33;Sim/A/A02;-2,51;0,25;6;0,33;Sim/A/A02 Sim/B/B01 ;-2,51 (0,25 | 6 | 0,33) -2,28 (1,13 | 3 | 0) 
P000065;4,94;0,59;10;0,9;;;;;;Sim/C/C09 ;4,38 (0,38 | 1 | 0) 
P000066;1,78;0,2;45;0,6;Sim/B/B03;1,41;0,24;6;0,5;Sim/A/A04 Sim/B/B03 Sim/C/C07 ;1 (0,63 | 6 | 0,83) 1,41 (0,24 | 6 | 0,5) 1,77 (1,33 | 3 | 0) 
P000067;4,94;0,59;10;1;;;;;;;
P000068;0,05;0,09;82;0,51;Sim/A/A02;-0,64;0,24;10;0,5;Sim/A/A02 Sim/C/C03 Sim/A/A06 Sim/A/A07 Sim/C/C02 ;-0,64 (0,24 | 10 | 0,5) -0,41 (0,33 | 10 | 0,2) -0,24 (0,31 | 10 | 0,7) -0,08 (0,24 | 10 | 0,6) -0,01 (0,23 | 10 | 0,4) 
P000069;-1,48;0,13;44;0,32;Sim/A/A05;-2,53;0,23;5;0,4;Sim/A/A05 Sim/A/A04 Sim/C/C02 Sim/B/B02 ;-2,53 (0,23 | 5 | 0,4) -2,01 (0,54 | 7 | 0) -1,49 (0,75 | 4 | 0) -1,48 (4,81 | 1 | 0) 
P000070;-2,39;0,16;20;0,4;Sim/A/A02;-2,47;0,24;6;0,33;Sim/A/A02 Sim/B/B01 Sim/A/A06 ;-2,47 (0,24 | 6 | 0,33) -2,39 (1,31 | 3 | 0) -2,39 (1,36 | 3 | 0) 
P000071;2,92;0,11;39;0,49;Sim/C/C10;2,6;0,41;10;0,2;Sim/C/C04 Sim/C/C10 ;2,05 (0,73 | 5 | 0,2) 2,6 (0,41 | 10 | 0,2) 
P000072;-3,18;0,18;41;0,34;Sim/A/A03;-3,71;0,25;7;0,57;Sim/A/A03 Sim/A/A05 Sim/A/A01 Sim/B/B01 ;-3,71 (0,25 | 7 | 0,57) -3,4 (0,41 | 10 | 0,2) -3,31 (0,27 | 10 | 0,5) -3,18 (3,12 | 3 | 0) 
P000073;-1,12;0,09;49;0,29;Sim/C/C01;-1,48;0,32;10;0,2;Sim/A/A07 Sim/C/C01 Sim/C/C02 Sim/B/B02 Sim/B/B01 Sim/A/A06 ;-1,6 (0,98 | 4 | 0,25) -1,48 (0,32 | 10 | 0,2) -1,44 (0,6 | 6 | 0,17) -1,43 (4,2 | 1 | 0) -1,43 (0,33 | 10 | 0,2) -1,14 (0,23 | 4 | 0,25) 
P000074;-2,23;0,16;28;0,25;Sim/A/A05;-2,34;0,22;5;0,6;Sim/A/A05 Sim/A/A06 ;-2,34 (0,22 | 5 | 0,6) -2,24 (1,23 | 3 | 0) 
P000075;-3,11;0,18;46;0,39;Sim/A/A03;-3,54;0,29;10;0,7;Sim/A/A03 Sim/A/A02 Sim/B/B01 Sim/B/B02 ;-3,54 (0,29 | 10 | 0,7) -3,16 (0,43 | 10 | 0) -3,11 (12,36 | 3 | 0) -3,11 (606,73 | 1 | 0) 
P000076;-0,95;0,09;61;0,49;Sim/A/A05;-1,49;0,48;10;0,9;Sim/A/A07 Sim/A/A05 Sim/C/C02 Sim/A/A06 Sim/A/A04 Sim/B/B02 ;-1,6 (0,98 | 4 | 0,25) -1,49 (0,48 | 10 | 0,9) -1,27 (0,42 | 10 | 0,3) -1,17 (0,24 | 4 | 0,25) -1,15 (0,2 | 4 | 0,5) -0,95 (0,63 | 4 | 0) 
P000077;2,89;0,11;48;0,38;Sim/C/C05;2,72;0,28;10;0,1;Sim/C/C07 Sim/C/C10 Sim/C/C05 ;2,02 (0,83 | 5 | 0,2) 2,46 (0,51 | 10 | 0,1) 2,72 (0,28 | 10 | 0,1) 
P000078;-5,25;0,68;15;0;;;;;;;
P000079;2,42;0,18;43;0,47;;;;;;Sim/C/C04 Sim/C/C07 ;2,34 (0,52 | 7 | 0) 2,36 (0,51 | 7 | 0) 
P000080;0,59;0,1;61;0,7;Sim/B/B01;0,31;0,28;10;0,5;Sim/B/B01 Sim/C/C01 Sim/C/C03 Sim/B/B02 ;0,31 (0,28 | 10 | 0,5) 0,32 (0,32 | 10 | 0,8) 0,38 (0,24 | 3 | 0,33) 0,49 (0,23 | 5 | 0,6) 
P000081;0,63;0,1;72;0,65;Sim/A/A02;-0,1;0,3;10;0,7;Sim/A/A02 Sim/C/C03 Sim/C/C02 ;-0,1 (0,3 | 10 | 0,7) 0,26 (0,22 | 8 | 0,5) 0,6 (0,3 | 10 | 0,7) 
P000082;3,4;0,1;42;0,6;Sim/B/B04;2,85;0,21;5;0,4;Sim/B/B04 Sim/C/C10 Sim/C/C04 Sim/B/B02 Sim/C/C05 ;2,85 (0,21 | 5 | 0,4) 3,08 (0,23 | 3 | 0,33) 3,15 (0,28 | 10 | 0,4) 3,2 (0,79 | 3 | 0,67) 3,32 (0,22 | 4 | 0,5) 
P000083;-1,47;0,12;58;0,33;Sim/C/C01;-1,76;0,45;10;0,1;Sim/A/A04 Sim/A/A06 Sim/C/C01 Sim/B/B02 ;-2,01 (0,54 | 7 | 0,14) -1,91 (0,66 | 7 | 0,14) -1,76 (0,45 | 10 | 0,1) -1,47 (4,76 | 1 | 0) 
P000084;-2,98;0,16;40;0,38;Sim/A/A05;-3,12;0,27;10;0,2;Sim/A/A05 Sim/A/A06 Sim/B/B01 ;-3,12 (0,27 | 10 | 0,2) -2,99 (2,03 | 3 | 0) -2,98 (2,69 | 3 | 0) 
P000085;-2,49;0,15;21;0,38;Sim/A/A05;-2,53;0,19;6;0,5;Sim/A/A05 Sim/B/B01 Sim/A/A06 ;-2,53 (0,19 | 6 | 0,5) -2,49 (1,48 | 3 | 0) -2,49 (1,45 | 3 | 0) 
P000086;0,84;0,09;62;0,63;Sim/B/B03;0,19;0,32;10;0,1;Sim/B/B03 Sim/B/B01 Sim/B/B02 ;0,19 (0,32 | 10 | 0,1) 0,79 (0,26 | 10 | 0,5) 0,82 (0,27 | 10 | 0,5) 
P000087;-0,67;0,08;62;0,44;Sim/C/C01;-1,08;0,23;7;0,29;Sim/C/C01 Sim/C/C03 Sim/A/A02 ;-1,08 (0,23 | 7 | 0,29) -1,08 (0,56 | 6 | 0,17) -1,01 (0,25 | 5 | 0,4) 
P000088;4,94;0,59;10;1;;;;;;;
P000089;-0,96;0,09;55;0,31;Sim/A/A04;-1,43;0,25;4;0,25;Sim/A/A04 Sim/A/A07 Sim/A/A02 Sim/B/B02 ;-1,43 (0,25 | 4 | 0,25) -1,41 (0,47 | 10 | 0) -1,24 (0,24 | 4 | 0,5) -0,96 (0,69 | 3 | 0) 
P000090;1,68;0,17;49;0,73;Sim/B/B01;1,2;0,25;10;0,6;Sim/B/B01 Sim/C/C03 Sim/C/C04 Sim/C/C07 ;1,2 (0,25 | 10 | 0,6) 1,44 (0,35 | 10 | 0,9) 1,67 (1,6 | 2 | 0) 1,67 (1,74 | 1 | 0) 
P000091;0,23;0,1;70;0,61;Sim/A/A04;-0,79;0,24;6;0,33;Sim/A/A04 Sim/C/C01 Sim/C/C02 Sim/A/A06 Sim/B/B02 ;-0,79 (0,24 | 6 | 0,33) -0,43 (0,24 | 4 | 0,5) -0,08 (0,25 | 6 | 0,5) 0,08 (0,54 | 9 | 0,89) 0,19 (0,2 | 7 | 0,43) 
P000092;0,16;0,09;74;0,64;Sim/B/B01;-0,54;0,25;10;0,5;Sim/B/B01 Sim/C/C03 Sim/C/C01 ;-0,54 (0,25 | 10 | 0,5) -0,36 (0,32 | 10 | 0,3) -0,2 (0,22 | 4 | 0,5) 
P000093;-1,65;0,14;51;0,25;Sim/A/A05;-2,15;0,25;3;0,67;Sim/A/A05 Sim/A/A04 Sim/A/A06 Sim/C/C02 Sim/B/B02 ;-2,15 (0,25 | 3 | 0,67) -1,92 (0,43 | 10 | 0,1) -1,84 (0,54 | 9 | 0,11) -1,67 (0,92 | 5 | 0) -1,65 (8,03 | 1 | 0) 
P000094;1,61;0,18;42;0,62;Sim/B/B03;1,34;0,23;6;0,5;Sim/B/B03 Sim/B/B04 Sim/C/C04 Sim/C/C07 ;1,34 (0,23 | 6 | 0,5) 1,54 (1,49 | 4 | 0) 1,6 (1,71 | 2 | 0) 1,6 (1,86 | 1 | 0) 
P000095;0,85;0,1;67;0,73;Sim/A/A02;0,41;0,35;10;0,8;Sim/A/A02 Sim/B/B03 Sim/B/B01 ;0,41 (0,35 | 10 | 0,8) 0,58 (0,23 | 5 | 0,4) 0,7 (0,28 | 10 | 0,5) 
P000096;4,94;0,59;10;1;;;;;;;
P000097;1,65;0,18;47;0,47;Sim/B/B02;0,9;0,34;10;0,4;Sim/B/B02 Sim/B/B04 Sim/C/C07 Sim/B/B03 ;0,9 (0,34 | 10 | 0,4) 1,54 (1,48 | 4 | 0) 1,64 (1,36 | 4 | 0) 1,65 (0,28 | 10 | 0,6) 
P000098;3,41;0,09;45;0,6;Sim/C/C05;2,9;0,22;9;0,33;Sim/C/C05 Sim/C/C07 Sim/C/C10 ;2,9 (0,22 | 9 | 0,33) 3,24 (0,24 | 5 | 0,6) 3,36 (0,18 | 4 | 0,5) 
P000099;1,63;0,17;52;0,73;Sim/B/B02;1,18;0,39;10;0,5;Sim/A/A04 Sim/B/B02 Sim/B/B01 Sim/C/C04 Sim/C/C07 ;0,92 (0,55 | 7 | 0,86) 1,18 (0,39 | 10 | 0,5) 1,43 (0,31 | 10 | 0,7) 1,62 (1,68 | 2 | 0) 1,62 (1,83 | 1 | 0) 
P000100;-0,45;0,08;75;0,45;Sim/A/A06;-1,17;0,24;4;0,25;Sim/C/C03 Sim/A/A06 Sim/B/B02 Sim/B/B01 ;-2,7 (2,02 | 8 | 0,13) -1,17 (0,24 | 4 | 0,25) -0,89 (0,48 | 10 | 0,1) -0,82 (0,27 | 10 | 0,4) 
P000101;-0,47;0,09;57;0,51;Sim/A/A04;-1,04;0,18;5;0,4;Sim/A/A04 Sim/A/A06 Sim/C/C01 ;-1,04 (0,18 | 5 | 0,4) -0,84 (0,18 | 5 | 0,6) -0,75 (0,22 | 4 | 0,5) 
P000102;-4,58;0,17;21;0,14;Sim/A/A01;-4,66;0,25;5;0,2;Sim/A/A01 Sim/A/A02 Sim/B/B01 Sim/B/B02 ;-4,66 (0,25 | 5 | 0,2) -4,58 (9,59 | 4 | 0) -4,58 (244,38 | 3 | 0) -4,58 (48678,68 | 1 | 0) 
P000103;-2,3;0,14;31;0,45;Sim/A/A02;-2,87;0,28;10;0,1;Sim/A/A02 Sim/A/A01 Sim/B/B01 Sim/A/A06 ;-2,87 (0,28 | 10 | 0,1) -2,54 (0,61 | 5 | 0,8) -2,3 (1,17 | 3 | 0) -2,3 (1,28 | 3 | 0) 
